id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST000157,53,178,101,65,111,31,5,14,45,0.0,1.18,3.85,6.4,73.9,100,47754,5.6,4724,8.9,473,16.7,20.0,28,26.1,962,463,152,35,costa
EST000158,20,125,76,32,85,23,78,47,160,11.4,0.74,0.13,3.3,71.9,72,35295,13.9,20,7.3,461,12.0,19.7,71,12.4,680,554,60,10,interior
EST000159,66,206,121,40,91,25,5,39,31,6.6,1.45,1.95,9.3,75.4,100,42003,15.4,6908,6.2,5,1.0,20.4,48,30.2,717,469,361,45,interior
EST000160,25,187,69,40,155,38,46,53,57,41.2,1.29,3.7,6.2,66.9,50,28535,19.3,1646,4.5,81,8.8,17.8,80,14.5,267,356,0,66,interior
EST000161,39,123,90,41,61,14,110,83,109,10.2,0.87,1.26,3.8,59.9,91,9637,2.6,3709,9.4,5,42.4,22.4,71,24.3,577,351,606,32,costa
EST000162,27,82,61,34,98,24,64,46,100,10.7,0.82,1.65,3.3,58.4,38,12879,7.6,1461,7.0,735,0.0,22.6,63,20.9,391,521,581,38,costa
EST000163,6,61,21,22,11,2,7,114,210,3.4,0.53,0.1,19.2,35.0,0,100,0.0,20,0.1,551,55.8,19.6,82,10.7,414,305,456,0,costa
EST000164,37,205,76,52,125,28,26,56,73,44.2,1.06,1.8,17.6,64.3,100,28678,31.7,2842,0.1,52,0.0,20.2,56,10.3,229,387,0,51,costa
EST000165,18,110,54,10,10,9,31,68,171,0.0,0.64,0.87,16.4,56.4,21,5802,2.4,20,17.2,789,46.7,13.2,48,9.8,564,326,585,6,costa
EST000166,53,90,39,32,81,22,43,72,137,15.4,0.52,1.22,0.5,65.4,16,29720,10.2,5634,7.8,291,44.9,18.2,57,20.5,781,545,394,43,interior
EST000167,61,128,146,36,100,28,8,14,123,20.8,1.05,2.7,0.5,64.4,90,65197,15.0,8143,12.2,248,13.3,22.2,52,15.8,774,439,928,53,interior
EST000168,61,220,139,37,108,26,35,32,96,11.8,0.95,3.01,0.5,69.8,100,50853,18.4,9663,12.9,5,0.0,18.0,60,17.2,690,487,1113,49,costa
EST000169,53,153,104,56,147,28,20,31,91,31.2,1.22,2.38,12.9,66.2,91,27026,20.2,947,0.1,231,0.0,16.2,87,15.7,256,406,0,58,costa
EST000170,65,246,102,34,107,28,24,15,75,5.2,0.95,2.04,2.3,78.1,100,56525,18.8,8380,6.8,5,13.1,18.9,31,21.5,970,374,659,51,interior
EST000171,60,139,88,55,128,34,32,5,108,41.7,0.94,3.14,9.4,82.1,94,44708,17.1,7375,0.1,248,4.9,23.0,58,17.6,657,406,0,44,interior
EST000172,28,102,47,22,65,13,72,66,162,12.2,0.86,1.9,11.4,67.1,54,1425,9.7,2334,0.1,601,30.8,21.6,87,13.0,607,562,182,21,costa
EST000173,47,192,98,33,81,34,9,36,45,10.6,1.27,2.53,0.5,78.2,93,40558,7.1,5758,16.7,324,13.8,21.6,22,13.7,801,580,817,66,costa
EST000174,67,136,149,37,110,23,23,5,52,4.4,1.46,2.27,0.5,89.9,100,67990,21.4,7779,0.1,105,17.9,16.3,51,19.6,713,482,929,29,interior
EST000175,79,289,118,47,133,22,5,26,63,13.5,1.85,1.65,7.2,85.8,71,47723,20.8,10125,17.0,5,33.1,24.6,33,25.3,985,370,655,37,costa
EST000176,61,152,145,49,64,14,15,45,72,0.0,1.52,2.5,4.5,80.7,74,57010,7.3,6115,7.6,189,3.9,22.4,43,21.0,957,512,1302,81,costa
EST000177,76,223,134,51,64,26,9,32,38,5.8,1.36,1.96,9.2,84.4,69,51257,11.7,7466,6.5,289,14.7,20.0,48,18.7,869,499,557,25,interior
EST000178,12,18,3,9,88,2,5,111,184,2.2,0.1,0.58,21.8,42.8,34,100,3.1,526,6.3,711,46.1,17.5,51,6.9,309,462,356,28,costa
EST000179,41,124,25,22,79,24,81,65,154,0.5,0.47,0.66,8.0,71.5,53,20444,12.5,1069,4.3,5,41.9,19.7,41,15.5,820,412,19,81,interior
EST000180,87,285,127,39,85,21,5,29,50,9.4,1.57,2.8,0.5,90.0,95,49142,2.4,7069,18.5,5,12.5,19.6,29,21.9,863,582,796,39,interior
EST000181,5,167,60,27,70,19,50,65,115,9.1,0.68,2.0,0.5,63.5,72,28449,8.9,5706,2.3,367,13.5,22.4,47,27.0,1069,370,448,39,costa
EST000182,45,108,59,38,35,26,84,70,107,11.6,1.05,0.82,4.3,45.2,100,16064,4.1,8174,1.5,638,3.3,17.8,91,17.1,441,472,227,16,costa
EST000183,3,22,14,4,62,11,21,107,141,0.0,0.24,0.68,19.4,35.0,3,100,0.0,20,4.4,733,42.7,12.4,62,3.9,275,308,388,17,interior
EST000184,6,10,3,20,10,13,5,74,183,0.4,0.32,1.34,20.5,45.7,21,16994,1.7,20,8.4,610,32.3,14.1,53,6.6,230,268,680,18,costa
EST000185,74,178,88,56,101,47,25,25,94,35.8,1.53,3.77,11.1,63.4,29,11128,17.6,4396,0.1,5,0.0,17.2,69,18.8,533,409,0,54,interior
EST000186,14,10,3,14,20,4,5,115,190,13.2,0.1,0.1,17.9,47.9,0,100,0.0,1729,14.7,1072,47.2,15.0,70,4.1,416,321,667,38,costa
EST000187,68,183,133,38,104,28,5,30,76,0.0,1.43,2.49,0.5,83.1,100,69553,18.0,9115,9.8,123,9.9,18.2,43,19.2,935,528,790,21,costa
EST000188,52,171,111,60,124,23,49,28,77,33.3,1.37,1.94,14.0,67.0,60,29054,16.7,217,3.3,417,26.0,15.2,80,12.6,394,495,240,63,costa
EST000189,4,221,82,33,87,21,76,64,104,0.0,0.68,1.47,10.3,63.0,0,6342,11.6,2828,5.3,371,4.7,19.7,77,16.5,672,533,263,13,interior
EST000190,27,53,40,24,41,20,43,51,121,0.0,1.21,1.11,14.2,66.1,55,23531,7.1,6659,4.9,29,38.8,14.0,86,17.7,439,485,170,15,costa
EST000191,69,209,90,44,85,33,5,48,88,2.6,1.15,2.02,8.9,81.8,100,39943,19.5,5764,11.8,5,23.4,16.5,54,25.2,1062,358,798,34,interior
EST000192,65,240,48,59,106,30,5,35,104,29.1,1.17,3.8,4.5,75.8,26,16845,28.3,1746,11.5,5,8.8,21.1,65,23.7,390,498,119,46,interior
EST000193,56,187,102,37,126,30,23,22,98,0.0,1.16,2.43,0.5,73.8,80,41296,19.2,7422,12.9,266,7.4,20.7,35,26.9,835,441,735,62,costa
EST000194,50,297,118,47,114,21,14,26,79,0.0,1.28,1.96,13.2,73.9,100,34256,16.6,12000,6.5,535,11.9,24.1,41,24.1,694,513,531,38,interior
EST000195,23,68,37,10,41,14,10,75,161,1.1,0.1,0.1,12.6,35.0,0,2216,5.9,20,11.1,986,23.5,14.3,83,8.2,216,343,0,2,costa
EST000196,2,10,3,15,40,5,11,82,167,3.3,0.26,0.74,19.2,39.0,4,100,9.4,20,11.2,811,45.1,15.9,80,8.1,326,286,143,32,interior
EST000197,34,187,46,50,93,12,68,67,152,7.4,0.64,1.48,7.4,64.1,31,15735,11.3,2774,9.5,346,18.2,22.5,79,17.0,828,515,484,34,interior
EST000198,70,225,95,48,113,23,21,31,141,1.3,1.19,3.74,0.5,69.9,100,71791,17.2,9532,9.3,5,18.1,17.6,20,23.0,588,335,565,43,interior
EST000199,9,45,37,11,10,5,5,116,178,7.9,0.37,0.15,11.6,53.7,3,3100,3.9,102,12.8,898,43.8,18.6,60,10.6,161,253,610,4,costa
EST000200,17,231,67,61,161,24,48,46,104,31.0,0.99,4.06,6.1,76.2,100,43131,8.2,4765,1.7,217,5.7,15.0,67,25.9,546,590,0,88,costa
EST000201,25,112,37,26,61,24,84,105,161,15.3,1.01,2.91,0.6,62.0,61,18509,17.0,4358,1.3,525,8.2,19.5,95,15.3,655,354,432,0,costa
EST000202,37,120,31,23,32,22,58,76,85,11.5,1.48,0.1,0.5,70.8,85,23842,6.9,7594,1.3,5,14.8,17.3,59,15.5,576,381,486,9,interior
EST000203,2,10,3,37,10,8,5,97,201,7.4,0.46,0.1,16.2,35.0,0,100,4.5,20,10.8,803,64.9,15.8,52,9.5,120,181,0,26,interior
EST000204,52,242,94,28,87,26,11,28,75,6.4,0.98,3.39,5.5,88.9,78,49562,26.0,6200,18.3,285,14.7,18.9,52,26.5,1234,404,939,25,costa
EST000205,53,215,132,42,89,34,5,34,70,3.6,1.13,1.18,0.5,84.5,100,73436,19.0,9134,10.0,5,4.8,16.1,41,16.4,819,520,749,36,interior
EST000206,37,216,97,49,128,31,8,36,121,38.4,1.25,3.62,5.5,77.9,82,24470,27.9,1843,0.1,9,9.9,17.7,53,21.6,265,422,0,55,costa
EST000207,2,79,3,7,39,3,24,97,157,6.9,0.14,1.1,28.7,35.0,0,100,5.7,20,18.1,1073,54.6,16.2,75,7.6,222,244,435,4,interior
EST000208,34,54,117,30,78,14,71,59,140,9.1,1.15,0.74,0.5,57.0,63,18107,13.2,3962,5.4,15,11.1,21.8,62,15.8,571,514,161,20,interior
EST000209,50,174,96,45,99,39,24,34,60,42.3,1.2,2.51,6.8,69.2,55,32812,12.7,955,0.1,456,0.0,18.7,62,28.2,700,237,0,71,interior
EST000210,61,191,131,58,115,35,5,44,58,0.3,1.28,2.57,0.5,71.1,100,64258,19.6,7596,15.3,5,0.0,23.1,41,17.5,1076,281,842,33,costa
EST000211,78,223,134,45,127,24,21,8,93,3.3,1.41,2.32,7.6,69.8,100,43228,9.0,9817,15.8,166,0.0,20.5,31,20.7,621,415,1101,10,costa
EST000212,41,119,60,24,77,13,71,57,116,16.8,1.0,1.14,13.2,58.5,60,47460,10.9,1124,10.9,45,24.8,16.9,66,21.2,889,435,605,22,costa
EST000213,2,13,3,22,37,11,5,83,258,0.0,0.42,1.19,15.7,41.3,38,3254,1.5,20,10.6,969,66.6,19.1,66,9.3,505,498,596,0,costa
EST000214,2,28,3,11,19,14,5,137,194,1.1,0.14,0.1,28.2,35.0,0,100,0.0,378,17.1,786,40.5,15.8,59,9.6,190,464,103,29,costa
EST000215,2,70,3,15,65,13,14,99,168,4.5,0.1,0.1,23.7,51.1,0,100,0.0,20,17.0,989,62.5,19.3,65,9.8,120,210,146,25,interior
EST000216,48,177,116,63,99,39,30,31,103,45.4,1.42,2.96,7.1,58.6,48,23805,16.9,3500,0.1,5,0.0,17.4,68,16.8,532,295,62,26,costa
EST000217,84,208,130,40,96,28,5,45,72,14.7,1.3,3.13,0.5,74.9,100,39616,9.6,11137,9.0,5,0.0,20.9,43,21.2,1067,434,946,33,costa
EST000218,26,127,81,31,104,18,72,73,145,14.4,0.42,0.1,12.9,64.4,43,19839,11.1,4804,0.1,26,43.8,18.7,69,26.1,630,631,577,37,costa
EST000219,19,86,68,34,65,26,61,93,113,11.9,0.82,1.89,8.0,83.8,78,42651,13.9,2249,14.1,342,35.6,22.2,76,17.0,1021,373,653,59,interior
EST000220,56,171,68,38,85,29,5,45,94,10.6,1.38,1.29,1.4,75.9,100,36209,13.5,10616,3.9,5,3.1,14.0,34,31.6,1106,373,640,71,costa
EST000221,35,225,83,51,89,27,20,30,139,1.5,1.35,2.71,9.2,71.3,100,53970,15.4,8516,20.9,5,2.4,22.7,41,11.9,896,532,724,47,interior
EST000222,12,78,47,3,10,4,37,129,91,0.0,0.22,1.45,13.0,39.8,15,100,7.8,20,8.3,1051,36.4,21.0,51,11.4,428,155,136,49,interior
EST000223,2,10,3,23,29,5,15,80,177,0.0,0.1,1.01,11.0,35.0,0,100,1.0,1474,10.9,1026,45.9,16.9,66,6.6,229,150,455,32,costa
EST000224,53,94,25,44,42,16,85,78,120,3.9,0.63,2.0,0.5,58.5,88,19682,8.0,4654,0.9,390,36.9,20.2,68,23.1,646,550,35,32,costa
EST000225,15,10,3,28,52,5,10,110,178,0.0,0.1,0.65,13.3,41.2,0,100,6.1,20,9.5,605,41.7,15.4,62,13.0,120,345,221,13,interior
EST000226,2,10,3,18,10,7,20,78,143,3.9,0.1,0.1,11.5,35.6,0,100,1.7,20,11.8,989,35.9,13.7,43,13.2,467,504,431,40,costa
EST000227,63,153,122,46,120,18,29,47,63,2.4,1.0,1.54,0.5,90.0,100,57508,16.5,5795,12.7,5,7.3,17.4,56,21.4,1061,260,1023,61,costa
EST000228,62,157,101,51,94,30,9,41,55,41.7,0.98,2.75,4.3,62.9,76,53106,21.0,3109,0.1,313,0.0,13.4,81,6.7,442,456,0,22,interior
EST000229,78,127,92,44,111,28,5,41,104,0.0,0.89,3.08,5.6,76.1,100,36642,23.2,5548,10.5,5,21.8,14.3,22,17.7,1018,406,796,71,interior
EST000230,31,184,111,32,104,38,36,41,48,8.8,1.37,2.61,1.3,78.3,100,52668,15.6,6593,3.6,5,20.7,21.5,50,12.9,972,558,911,53,costa
EST000231,60,207,64,53,126,29,51,32,56,35.9,1.07,3.37,13.5,83.7,48,21918,15.6,3808,0.1,5,0.0,15.8,63,13.4,193,364,0,35,costa
EST000232,47,167,117,59,165,43,17,31,57,30.2,0.48,2.35,6.9,67.5,35,37348,19.2,5654,0.1,190,0.0,23.7,87,14.3,359,260,0,48,interior
EST000233,25,160,129,64,143,25,16,32,31,41.9,0.6,2.94,10.8,82.9,52,28902,22.0,10352,6.7,331,27.0,10.5,65,9.7,334,465,132,44,costa
EST000234,8,10,3,3,24,10,18,102,159,0.0,0.1,0.25,14.5,35.8,0,100,2.9,720,8.9,614,45.0,23.7,58,8.5,120,420,89,23,interior
EST000235,27,57,3,13,71,2,5,90,185,10.7,0.12,1.18,22.8,41.2,24,100,5.1,20,17.5,1476,55.1,17.7,67,5.3,286,354,0,29,interior
EST000236,35,95,92,42,93,18,94,55,111,6.4,0.99,0.48,7.0,68.8,62,19889,12.8,8033,18.2,847,12.9,20.6,62,14.6,906,541,0,17,costa
EST000237,2,54,3,16,39,7,23,126,180,0.0,0.33,0.15,17.2,49.3,0,100,3.7,1322,11.8,968,63.1,17.3,54,14.2,240,369,11,40,costa
EST000238,2,29,20,3,53,12,27,84,165,2.0,0.1,0.81,16.7,46.0,0,203,0.0,2866,9.9,1164,49.1,15.1,70,9.5,313,294,559,0,interior
EST000239,77,171,104,47,144,24,5,58,110,0.0,1.55,2.58,6.3,74.6,86,50701,17.4,8241,14.0,168,24.9,19.1,68,24.5,783,443,720,46,costa
EST000240,45,132,85,31,66,26,48,78,120,6.1,0.5,1.45,5.1,60.8,17,29130,4.3,6396,1.2,626,32.0,16.4,64,18.1,380,557,290,17,costa
EST000241,2,66,23,11,10,3,5,103,193,0.0,0.43,1.33,13.9,60.7,0,100,12.1,20,18.5,1130,34.2,16.3,52,8.4,638,435,244,22,costa
EST000242,25,97,63,52,98,23,81,74,190,16.4,0.73,1.28,10.0,65.9,66,25469,1.3,3596,1.8,352,34.0,19.7,61,18.0,670,552,173,45,costa
EST000243,56,228,114,40,99,24,26,47,79,29.9,0.97,2.47,11.3,74.9,49,44135,23.3,3541,0.1,195,2.6,20.5,53,15.1,553,439,88,58,interior
EST000244,34,221,89,49,171,35,35,14,93,37.1,1.4,4.86,15.1,67.4,86,39580,23.4,5510,0.1,5,0.3,16.2,58,16.6,120,560,0,44,interior
EST000245,51,169,88,54,94,24,47,26,84,37.1,1.53,4.37,22.5,86.4,47,16456,34.1,4472,0.1,5,34.3,19.0,68,18.4,120,469,0,73,costa
EST000246,36,133,97,36,82,25,31,55,154,1.3,0.97,1.09,8.7,59.4,58,11220,12.7,8386,4.2,344,20.5,20.3,59,20.9,366,520,525,24,costa
EST000247,41,178,79,45,122,35,17,45,27,23.9,0.69,2.19,15.4,65.0,100,37377,21.6,3778,10.0,536,0.0,20.5,57,20.6,390,319,0,45,costa
EST000248,45,101,33,37,73,25,61,84,121,5.7,1.15,0.74,0.5,62.2,39,24220,3.1,5668,1.0,249,33.4,21.2,50,21.6,993,255,532,24,interior
EST000249,14,38,22,23,28,20,19,108,185,4.7,0.69,0.62,17.7,42.8,0,13321,3.7,20,6.7,913,56.0,19.9,74,5.0,120,381,124,35,costa
EST000250,2,44,3,7,58,12,7,106,213,10.3,0.1,0.43,18.4,43.7,0,100,6.5,20,4.1,545,36.9,14.2,64,1.6,554,444,5,4,interior
EST000251,42,191,77,42,28,23,78,65,118,11.6,0.35,1.87,0.5,61.6,73,12982,8.8,3527,0.6,5,27.9,14.6,78,10.3,626,525,508,36,costa
EST000252,50,187,117,31,85,27,5,31,48,6.1,1.36,1.5,6.1,82.4,100,55502,7.5,10680,8.1,5,4.8,16.1,28,17.0,506,508,295,56,costa
EST000253,38,137,63,38,102,22,79,71,116,6.5,0.88,0.3,4.3,65.6,79,12916,16.1,5760,4.4,276,24.4,20.2,92,17.8,613,384,240,36,costa
EST000254,4,15,13,14,34,2,5,107,260,0.0,0.4,0.1,23.4,41.5,0,100,0.5,20,15.5,1057,59.5,15.7,48,4.5,162,328,486,17,costa
EST000255,2,16,11,7,18,8,17,114,181,1.6,0.1,0.1,13.0,37.0,61,28824,1.6,20,11.7,777,52.7,17.3,43,8.0,407,384,323,14,costa
EST000256,8,10,3,11,11,3,46,126,215,6.5,0.55,0.1,18.8,38.3,0,2380,7.2,20,15.0,727,53.3,17.6,48,8.3,120,354,531,51,interior
EST000257,36,152,80,50,72,28,5,33,67,40.2,0.96,4.32,16.6,60.2,100,34348,17.4,4831,0.1,148,7.0,17.8,80,18.5,230,256,0,70,costa
EST000258,41,181,68,44,76,13,58,74,61,0.0,1.12,1.49,6.8,73.3,22,16165,6.6,3898,0.1,33,48.1,24.4,68,18.9,621,627,309,18,interior
EST000259,61,179,162,39,104,22,34,27,56,0.0,0.9,2.13,0.5,90.0,100,38380,17.6,11537,7.9,5,25.3,13.7,43,21.8,542,348,374,26,interior
EST000260,74,304,147,44,120,18,24,39,86,13.7,1.34,1.23,0.5,60.0,100,45443,4.8,5372,12.2,5,0.0,19.9,24,26.1,1116,436,768,42,interior
EST000261,10,10,3,15,11,24,5,82,172,7.4,0.1,0.1,17.5,38.7,6,100,4.9,20,11.2,897,52.0,20.6,64,7.2,480,362,302,38,interior
EST000262,22,138,56,44,84,15,72,78,150,0.0,1.16,0.95,1.1,72.1,52,22504,5.2,3942,4.9,128,28.1,16.1,64,16.4,1096,503,319,48,costa
EST000263,39,88,46,54,93,23,87,49,170,7.4,0.5,0.1,3.4,43.0,79,7026,8.6,2930,4.3,84,10.0,20.5,71,23.1,565,273,187,31,costa
EST000264,3,60,3,29,33,8,10,114,152,5.5,0.46,0.82,16.0,57.5,2,6865,0.0,20,17.5,938,40.2,19.3,36,9.2,224,309,304,38,costa
EST000265,47,122,89,30,81,9,74,78,145,4.1,0.36,0.49,0.5,69.1,74,16996,4.7,4678,9.2,27,29.1,20.6,65,16.9,904,547,480,61,interior
EST000266,5,82,3,31,10,20,5,85,184,12.6,0.1,0.19,14.0,44.8,0,100,5.5,1757,21.6,766,53.1,16.8,59,10.5,524,439,538,48,costa
EST000267,75,133,126,46,124,29,5,46,92,5.9,1.51,3.13,0.5,71.6,100,66010,9.2,9081,15.7,5,11.8,20.2,30,23.3,1096,270,523,56,interior
EST000268,50,174,110,50,97,39,5,45,115,48.7,1.38,3.27,21.9,72.4,59,38063,24.5,1407,1.2,174,34.1,19.4,59,20.5,719,480,0,34,interior
EST000269,6,49,30,27,10,12,5,92,188,0.1,0.1,0.38,20.3,42.3,0,12171,8.6,20,17.4,742,70.0,17.5,78,13.7,503,326,402,42,costa
EST000270,53,208,110,43,74,23,8,33,106,41.9,1.2,3.81,7.8,76.3,68,33026,18.1,1925,0.1,5,7.9,18.4,44,11.1,599,429,39,48,costa
EST000271,58,194,119,51,70,16,5,53,97,9.0,1.59,1.68,0.5,66.8,100,26102,18.6,6025,6.6,465,7.0,17.8,27,24.6,774,549,843,66,interior
EST000272,62,172,70,56,136,33,8,30,132,34.6,1.63,3.87,0.5,70.0,57,36978,29.9,6511,9.5,5,0.0,24.8,76,17.7,659,443,0,40,interior
EST000273,2,22,54,8,58,5,22,82,183,5.8,0.1,0.1,18.5,44.0,0,1245,5.0,103,13.6,308,37.0,14.2,78,8.6,120,271,200,36,interior
EST000274,23,111,105,26,110,18,36,88,129,16.9,0.66,1.89,2.6,70.3,53,38442,5.1,6958,6.4,198,17.4,17.9,67,16.8,625,697,560,8,interior
EST000275,63,251,109,41,124,32,12,57,54,35.8,0.95,3.67,3.6,83.7,13,21985,18.9,20,1.7,359,21.8,22.0,77,15.8,427,476,43,50,interior
EST000276,79,226,131,50,79,34,19,58,74,2.5,0.85,2.25,2.9,67.0,100,31687,17.1,6378,12.9,479,6.7,20.9,41,14.4,1251,429,945,72,costa
EST000277,41,119,27,25,79,36,58,100,86,1.4,0.76,1.46,2.4,59.0,33,30858,7.4,5623,14.1,1075,29.7,26.2,73,15.9,493,506,248,49,interior
EST000278,73,239,120,47,77,21,9,38,161,0.0,1.62,1.84,0.5,70.3,100,35212,19.2,7793,13.2,5,0.9,18.9,21,19.9,929,453,1200,45,costa
EST000279,42,55,27,31,66,27,56,76,151,8.5,0.1,1.99,3.0,60.3,73,35406,1.7,5479,14.6,296,9.2,20.1,50,19.3,711,486,339,22,interior
EST000280,67,130,140,50,55,23,12,26,90,0.0,1.24,1.56,4.0,82.7,100,48571,28.5,11877,6.8,5,16.4,16.8,28,24.4,840,669,384,52,interior
EST000281,56,268,109,39,98,31,35,33,46,4.2,1.13,2.39,8.9,69.7,100,25737,17.9,8306,12.9,5,18.8,20.2,31,21.2,1071,440,846,39,costa
EST000282,19,103,95,54,138,17,55,73,132,12.7,0.12,1.39,1.3,66.4,91,29217,11.9,6618,6.9,713,25.8,16.5,64,20.2,649,573,284,49,interior
EST000283,62,163,67,45,59,43,9,46,84,38.6,1.42,3.78,0.5,64.0,52,21008,18.8,20,0.1,209,0.0,14.1,74,17.4,572,406,0,66,costa
EST000284,70,158,112,60,125,28,40,34,75,45.7,1.78,2.53,10.8,72.2,70,37183,17.7,3558,0.1,214,7.5,22.0,57,18.3,532,502,0,38,costa
EST000285,45,179,106,58,97,21,6,23,56,45.2,1.18,3.22,11.5,68.3,37,5672,22.9,5753,3.4,231,15.6,15.9,94,15.6,692,421,0,70,interior
EST000286,58,237,125,64,108,19,24,29,142,15.8,1.24,2.42,0.5,78.9,57,36221,10.2,10910,5.6,5,10.6,17.8,41,26.2,733,427,762,38,interior
EST000287,36,57,84,38,91,15,59,57,154,0.0,0.44,2.06,9.0,54.9,78,10902,7.1,4413,14.3,551,39.3,21.4,60,18.8,414,594,0,44,interior
EST000288,35,161,145,60,87,22,5,48,84,35.1,1.41,2.51,6.6,62.7,59,43659,18.1,6562,0.7,173,0.0,15.3,60,11.0,528,508,0,38,costa
EST000289,47,130,143,45,116,23,5,15,117,38.3,1.63,4.12,1.9,79.6,55,34438,33.7,4632,4.0,222,3.5,20.1,59,13.4,395,367,0,65,interior
EST000290,62,152,99,46,139,33,41,25,74,39.7,1.16,2.92,3.8,86.8,28,8841,19.9,11504,0.1,284,9.9,18.2,48,19.8,667,409,130,79,interior
EST000291,29,169,90,25,57,12,76,52,145,5.4,0.77,2.66,6.8,56.6,60,6769,6.1,4773,11.6,200,21.1,27.5,54,17.2,652,391,149,28,interior
EST000292,50,146,100,58,118,35,16,24,69,33.7,1.29,0.76,9.2,75.2,72,31913,21.9,6068,0.1,281,15.2,19.7,65,17.9,607,444,0,47,interior
EST000293,65,189,125,36,73,29,28,49,109,0.0,1.35,2.64,0.5,81.6,100,70834,14.7,9558,6.4,5,24.1,18.1,38,19.2,901,469,679,43,costa
EST000294,31,87,5,7,98,6,32,82,175,11.2,0.58,0.22,15.8,57.5,7,100,5.4,20,10.5,821,33.1,13.7,48,14.1,356,392,495,33,interior
EST000295,5,121,3,15,71,6,5,111,181,0.0,0.24,0.97,15.9,35.0,0,100,0.0,315,1.4,865,40.8,19.3,43,7.2,545,249,138,15,costa
EST000296,25,124,53,45,113,15,63,47,130,13.0,0.71,1.93,4.0,57.6,48,9702,20.6,5819,6.3,352,19.8,25.1,80,21.0,639,622,315,34,interior
EST000297,71,189,124,48,129,25,5,10,40,42.8,1.13,2.73,10.2,70.7,15,28630,24.4,1205,0.1,290,0.0,15.7,87,15.2,477,403,57,58,interior
EST000298,2,77,35,5,51,3,5,102,179,7.3,0.1,0.98,22.4,37.7,29,100,7.6,20,11.9,398,38.3,12.5,76,11.9,416,490,50,31,costa
EST000299,2,60,3,17,16,2,5,112,118,4.7,0.1,0.4,16.4,47.8,14,100,8.0,20,16.4,1290,55.8,14.1,72,15.1,174,150,417,53,interior
EST000300,63,120,132,48,107,16,44,19,65,0.8,1.45,3.65,3.0,69.1,77,33602,11.6,9979,7.3,143,10.3,17.9,33,20.8,743,395,290,35,interior
EST000301,44,171,111,58,75,26,29,55,80,0.0,1.39,3.0,0.5,76.0,100,31383,17.0,8970,10.0,53,0.0,23.0,37,19.7,1306,439,105,55,interior
EST000302,41,200,104,56,115,37,32,11,105,34.7,1.37,2.52,6.4,72.8,29,7885,25.0,380,5.1,102,0.0,17.7,59,16.3,430,465,0,56,interior
EST000303,34,84,96,38,59,22,81,53,138,10.0,0.73,0.94,5.5,58.7,79,26327,6.9,4653,7.8,216,39.1,16.0,49,19.5,513,391,816,23,interior
EST000304,57,160,85,52,117,37,5,24,84,36.3,1.31,4.69,12.6,57.1,65,25450,10.7,5670,4.1,5,6.4,20.3,76,14.5,761,487,32,69,costa
EST000305,30,143,75,30,72,15,55,61,169,11.7,0.95,2.4,0.5,61.5,58,36875,5.8,4494,0.1,180,23.0,19.5,46,22.5,836,471,164,14,costa
EST000306,5,58,29,6,57,7,5,99,149,15.2,0.13,0.1,13.9,44.3,25,100,8.2,20,7.6,1002,43.0,17.1,70,6.2,305,294,0,38,costa
EST000307,47,213,131,48,102,40,38,27,90,35.2,1.1,2.79,10.2,74.9,83,26335,21.9,8711,2.2,5,11.5,18.9,95,14.9,193,397,0,51,interior
EST000308,49,229,77,53,90,22,9,36,76,34.7,1.43,3.8,18.6,60.5,68,15411,21.3,6843,0.1,5,23.3,15.0,82,16.2,592,374,0,56,costa
EST000309,18,180,91,50,58,39,19,14,57,23.0,1.07,3.28,21.9,68.6,80,27509,22.1,3907,11.9,5,3.0,11.3,74,17.5,327,314,0,52,costa
EST000310,60,169,90,57,138,35,5,57,60,32.7,1.0,2.56,7.5,69.2,36,11604,25.8,20,0.1,677,4.3,15.1,66,14.3,595,502,0,62,costa
EST000311,59,236,106,51,129,25,32,46,98,37.5,1.17,3.42,7.3,73.1,69,100,25.0,1623,3.2,1133,0.0,20.7,55,9.7,340,550,0,36,costa
EST000312,69,214,122,46,81,23,45,41,50,6.6,1.52,2.77,5.7,82.5,100,59523,12.8,9723,5.4,400,11.5,22.0,31,17.8,858,453,690,49,costa
EST000313,59,148,120,48,184,27,5,38,61,47.3,1.07,4.26,5.1,87.2,100,30318,16.7,2391,1.8,582,16.4,14.1,58,16.0,387,420,0,55,interior
EST000314,20,10,41,3,29,2,15,93,196,0.0,0.27,1.88,19.6,35.0,0,100,0.0,2138,14.4,1137,55.7,19.5,65,16.4,193,390,171,54,costa
EST000315,52,273,143,45,54,23,33,29,71,1.2,1.21,1.9,4.7,74.3,65,43820,6.7,4142,8.6,54,2.5,20.5,46,22.1,829,518,824,72,costa
EST000316,2,10,3,6,38,2,8,103,147,5.3,0.31,1.79,10.1,35.0,0,100,4.9,20,16.6,1265,35.2,18.0,81,8.8,501,224,275,2,costa
