id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC000130,21.5,27.7,6.9,59,27.4,86,165,7.9,0.55,0.18,0.26,48,4,146,6.7,2.0,17,0.95,436,4.9,6.9,11,1223,37,56,82,trigo,secano,si,no,ecologico,0
CSC000131,20.6,22.1,9.1,57,33.0,56,200,17.0,0.78,0.47,0.41,41,1,244,7.6,1.7,39,1.2,160,0.2,16.5,14,471,38,87,81,horticola,secano,no,no,convencional,0
CSC000132,16.3,28.8,11.1,67,21.8,67,13,8.6,0.58,0.3,0.46,33,0,195,6.5,3.9,30,1.43,552,2.3,23.0,40,930,63,86,67,olivo,aspersion,si,no,ecologico,1
CSC000133,19.9,20.8,14.9,62,27.5,50,73,14.3,0.82,0.27,0.06,28,2,213,7.0,3.4,22,1.03,401,3.9,8.7,62,883,25,65,135,vid,goteo,si,no,ecologico,0
CSC000134,27.4,26.1,2.0,83,13.9,105,159,4.1,0.43,0.1,0.61,18,3,178,7.7,2.5,28,2.3,258,18.7,3.0,0,646,40,69,37,olivo,secano,si,no,convencional,0
CSC000135,22.2,28.9,18.8,57,19.3,8,89,8.5,0.39,0.35,0.72,24,2,217,6.4,2.8,19,0.22,668,14.9,12.0,0,1097,0,63,60,olivo,goteo,si,no,convencional,0
CSC000136,21.8,30.6,15.4,63,17.3,79,59,6.5,0.73,-0.01,0.42,31,7,185,6.9,1.6,37,0.89,730,0.0,8.7,30,707,31,79,67,horticola,secano,si,no,convencional,0
CSC000137,21.8,28.1,9.6,49,21.7,88,144,10.6,0.65,0.43,0.36,38,2,173,5.8,4.7,29,0.18,122,9.9,2.2,35,651,58,28,87,maiz,goteo,si,si,convencional,0
CSC000138,18.7,24.4,13.8,60,27.5,0,93,17.3,0.51,0.02,0.16,25,3,222,6.6,2.6,7,0.94,380,17.1,8.8,22,1045,37,68,74,trigo,secano,no,no,convencional,0
CSC000139,17.7,29.8,13.8,43,20.6,23,146,7.8,0.65,0.1,0.44,34,3,265,7.2,0.8,10,0.11,571,11.5,12.7,33,516,26,62,104,trigo,aspersion,si,no,ecologico,0
CSC000140,15.2,22.1,8.3,63,35.9,64,144,8.6,0.48,0.11,0.25,3,3,213,5.1,2.1,16,0.54,368,0.0,7.1,25,472,43,99,98,trigo,goteo,si,no,ecologico,0
CSC000141,28.7,33.9,14.8,48,17.8,49,101,8.2,0.53,0.25,0.4,14,1,215,6.8,1.7,39,0.44,460,0.0,21.4,8,1065,20,72,77,horticola,secano,si,no,ecologico,0
CSC000142,19.3,24.4,16.6,82,29.6,27,63,3.7,0.54,0.03,0.31,40,2,178,6.1,2.5,22,0.1,626,2.3,1.7,10,1352,27,75,84,olivo,aspersion,si,no,integrado,0
CSC000143,14.8,27.2,18.2,70,27.1,81,0,3.9,0.58,0.11,0.34,22,0,126,5.7,2.8,27,1.62,381,18.7,11.0,11,1152,23,82,53,maiz,secano,no,no,convencional,0
CSC000144,20.0,34.9,10.0,57,28.9,67,238,2.3,0.49,0.3,0.28,50,2,159,6.7,3.2,20,0.26,514,8.5,0.2,0,907,94,51,52,vid,aspersion,no,si,integrado,0
CSC000145,25.3,33.4,3.1,72,21.9,53,27,13.8,0.79,0.22,0.4,30,4,242,6.7,2.0,25,0.55,306,3.9,11.7,18,1018,66,82,92,vid,goteo,si,no,convencional,0
CSC000146,15.1,24.4,5.8,68,21.9,108,118,1.9,0.72,0.0,0.39,23,4,239,5.6,2.1,25,0.77,53,7.4,1.9,2,574,70,67,110,citricos,goteo,si,no,integrado,0
CSC000147,13.6,24.0,14.1,64,23.4,9,75,7.4,0.46,0.02,0.61,37,1,160,5.8,2.5,17,0.38,553,10.3,15.8,7,716,38,71,106,vid,aspersion,no,no,integrado,1
CSC000148,14.2,34.2,15.2,67,21.4,29,0,6.5,0.9,0.11,0.4,32,1,112,7.5,1.9,25,1.59,417,19.3,19.1,23,774,48,96,31,horticola,goteo,si,no,convencional,0
CSC000149,21.2,28.7,8.6,70,33.4,0,69,8.6,0.54,0.18,0.43,18,2,128,6.2,1.4,21,1.31,240,10.4,8.1,5,445,53,72,211,olivo,aspersion,si,si,convencional,1
CSC000150,21.3,24.4,14.4,65,17.7,34,125,19.2,0.78,0.07,0.44,12,4,189,6.4,2.3,42,1.59,177,9.3,7.5,30,946,57,81,151,citricos,secano,no,no,convencional,1
CSC000151,26.3,22.0,12.2,42,19.8,9,45,7.3,0.65,0.13,0.35,40,5,250,6.5,3.4,21,1.02,659,0.0,16.7,16,736,33,81,46,vid,aspersion,no,si,convencional,0
CSC000152,17.9,24.3,10.4,45,18.2,74,126,2.8,0.6,0.16,0.7,26,3,183,5.5,1.6,31,0.94,11,4.9,19.7,37,872,63,46,116,horticola,aspersion,no,si,integrado,0
CSC000153,18.6,29.9,10.3,81,33.1,85,139,12.1,0.74,0.04,0.68,7,5,176,7.3,2.8,35,1.26,864,19.3,8.6,57,693,33,62,52,trigo,secano,si,si,ecologico,0
CSC000154,19.2,31.6,9.2,83,18.6,60,13,6.5,0.55,0.3,0.25,12,1,236,6.9,1.3,22,1.22,543,11.4,20.3,39,903,21,64,125,maiz,aspersion,si,no,integrado,0
CSC000155,20.5,34.3,13.4,59,21.8,70,80,13.8,0.52,-0.01,0.34,55,2,179,5.9,1.5,31,0.12,513,0.0,9.2,0,948,29,71,85,vid,aspersion,si,no,integrado,0
CSC000156,23.8,22.7,17.9,77,20.8,21,89,16.5,0.79,0.29,0.3,8,1,221,6.7,1.0,27,1.32,214,8.7,9.1,32,553,57,66,111,olivo,goteo,si,no,ecologico,0
CSC000157,19.1,35.3,9.7,57,43.3,49,48,5.6,0.54,0.26,0.49,5,3,137,7.0,1.5,15,1.1,274,11.3,9.0,44,679,53,84,89,citricos,secano,si,si,integrado,1
CSC000158,13.7,22.1,6.3,60,34.5,66,46,8.1,0.64,0.25,0.32,23,5,187,5.9,3.0,18,0.9,551,10.8,15.8,6,1156,15,74,71,citricos,goteo,si,no,convencional,0
CSC000159,18.0,17.9,12.3,71,18.2,13,184,10.3,0.8,0.34,0.29,24,3,130,6.7,1.5,28,0.9,268,5.0,0.2,23,719,0,89,132,trigo,secano,si,no,ecologico,0
CSC000160,15.3,34.3,9.9,60,20.2,43,106,11.7,0.78,0.25,0.41,28,6,198,7.0,3.1,32,0.99,267,17.1,24.6,4,994,59,100,98,vid,goteo,no,no,convencional,0
CSC000161,20.3,19.3,17.9,48,16.0,63,98,10.6,0.75,0.33,0.24,41,0,146,7.1,3.0,14,1.39,498,17.7,11.4,23,1197,7,65,162,vid,goteo,no,no,convencional,0
CSC000162,22.8,20.9,7.8,52,33.8,0,156,12.6,0.5,0.09,0.3,0,1,243,6.2,3.4,21,1.13,323,0.0,8.4,4,719,43,77,91,maiz,goteo,si,no,convencional,0
CSC000163,19.0,38.7,16.0,99,30.7,98,74,4.4,0.38,0.45,0.49,23,3,170,6.4,3.7,19,0.29,414,0.1,21.4,33,1129,38,73,96,horticola,secano,si,no,convencional,1
CSC000164,23.9,41.0,9.7,64,29.7,71,55,9.2,0.31,0.38,0.51,37,3,175,7.0,2.5,27,0.26,443,0.8,4.6,16,1045,57,93,80,olivo,aspersion,si,no,integrado,1
CSC000165,23.6,28.1,13.8,30,37.7,86,136,5.6,0.62,-0.11,0.75,56,2,209,6.5,1.8,34,0.67,568,0.0,4.4,22,985,8,70,157,vid,goteo,no,no,convencional,0
CSC000166,16.9,27.2,11.2,71,21.8,61,89,3.7,0.73,0.32,0.11,36,4,183,6.6,3.0,30,0.85,363,11.8,0.2,12,614,42,77,99,trigo,secano,si,no,convencional,0
CSC000167,15.5,31.3,9.8,63,33.6,89,135,13.0,0.7,0.35,0.66,30,4,216,6.2,1.9,30,1.43,391,1.3,14.8,7,1141,24,82,81,citricos,goteo,si,si,integrado,0
CSC000168,27.8,34.1,7.9,46,35.3,44,110,11.4,0.63,-0.14,0.28,29,1,222,7.1,2.8,23,1.57,159,5.0,8.1,22,1063,56,100,127,trigo,goteo,si,si,ecologico,0
CSC000169,21.1,26.4,10.3,18,27.7,68,128,6.2,0.54,0.27,0.35,45,2,204,7.1,2.9,25,1.56,108,0.0,11.1,33,1341,39,89,80,trigo,secano,si,no,integrado,0
CSC000170,28.3,29.5,14.1,76,22.8,49,62,7.5,0.72,0.21,0.19,19,4,133,6.2,2.1,20,0.44,0,8.8,0.2,27,696,12,66,137,olivo,goteo,si,si,convencional,0
CSC000171,19.5,26.6,15.2,78,15.5,31,58,7.4,0.62,0.3,0.18,52,1,111,6.8,2.7,20,0.9,922,15.0,9.4,34,960,80,59,119,olivo,goteo,si,no,integrado,1
CSC000172,17.0,27.0,15.7,78,30.2,13,51,7.0,0.48,0.48,0.33,0,0,218,6.4,2.0,26,1.52,239,15.0,23.1,30,1236,36,59,87,citricos,secano,si,si,convencional,0
CSC000173,21.5,26.2,12.7,85,33.6,56,105,15.1,0.63,0.27,0.22,20,0,162,6.4,3.1,29,0.1,334,10.6,7.8,15,886,14,70,88,horticola,goteo,no,no,integrado,0
CSC000174,16.8,28.4,5.0,70,16.7,50,98,12.4,0.55,0.19,0.44,41,3,119,7.4,2.0,32,0.1,516,12.3,29.3,53,904,48,98,127,maiz,secano,si,si,convencional,0
CSC000175,18.0,29.7,12.0,56,43.4,68,74,7.5,0.59,0.23,0.54,0,4,195,6.2,1.5,26,2.33,428,16.3,13.6,5,1433,46,63,33,maiz,secano,si,no,convencional,0
CSC000176,18.7,28.5,7.8,73,27.1,70,57,4.7,0.61,0.2,0.18,30,3,202,7.0,2.2,39,1.54,529,2.4,0.2,36,905,25,62,89,olivo,goteo,no,no,convencional,0
CSC000177,26.4,22.6,10.0,61,24.6,57,130,8.7,0.85,0.39,0.61,11,1,179,6.6,1.9,19,1.01,428,0.0,16.8,30,694,14,81,130,trigo,goteo,no,no,convencional,0
CSC000178,17.7,30.8,9.5,64,17.2,57,61,9.9,0.45,0.03,0.11,39,3,261,6.6,2.3,31,1.02,342,12.2,32.1,0,1063,15,77,9,horticola,goteo,no,si,convencional,0
CSC000179,27.9,30.0,14.7,53,17.7,60,43,3.6,0.77,0.31,0.25,25,4,195,6.7,1.5,25,1.45,288,6.4,12.7,24,935,16,56,79,maiz,aspersion,si,no,convencional,0
CSC000180,17.6,36.5,5.9,83,23.3,73,72,7.1,0.76,-0.26,0.0,23,5,206,6.9,3.3,14,1.26,105,0.0,5.7,1,524,64,71,160,trigo,secano,si,no,integrado,0
CSC000181,18.9,24.2,10.2,46,17.3,16,60,0.0,0.84,0.27,0.38,1,4,275,7.8,3.1,21,0.42,651,0.0,18.8,21,665,72,68,127,horticola,aspersion,no,si,convencional,0
CSC000182,23.3,31.6,7.7,61,22.4,51,209,20.4,0.57,0.21,0.48,13,1,192,6.0,1.8,17,1.45,827,4.3,14.2,11,853,35,76,146,vid,secano,no,no,integrado,0
CSC000183,26.4,32.0,15.3,72,31.6,2,98,8.1,0.73,0.19,0.44,13,2,161,6.5,1.4,30,0.51,0,8.7,6.1,35,1079,16,89,108,trigo,secano,si,no,integrado,0
CSC000184,17.5,37.4,19.3,95,27.1,0,182,4.5,0.49,0.1,0.11,32,0,230,7.6,3.1,18,0.13,0,0.0,19.0,23,557,34,75,107,citricos,aspersion,no,no,ecologico,0
CSC000185,19.4,30.0,10.6,59,36.9,10,0,13.1,0.88,0.45,0.68,40,1,195,6.3,1.7,32,0.1,305,17.0,22.0,18,692,42,63,160,trigo,aspersion,si,si,convencional,0
CSC000186,19.1,28.4,14.2,73,15.4,43,86,10.7,0.59,0.44,0.43,26,5,175,7.6,3.1,21,0.57,193,0.0,15.8,2,763,92,66,88,trigo,secano,si,no,integrado,1
CSC000187,25.3,31.5,7.5,61,28.2,0,80,4.8,0.56,0.18,0.19,8,1,183,6.1,3.4,16,0.8,565,1.6,24.1,32,864,14,69,117,olivo,goteo,si,no,convencional,0
CSC000188,17.2,23.7,10.1,43,23.3,0,109,4.6,0.59,0.41,0.44,27,2,160,6.7,2.0,27,0.43,721,14.6,20.6,0,1287,42,73,65,maiz,secano,no,no,convencional,0
CSC000189,19.2,33.5,14.7,76,16.4,9,127,11.2,0.56,0.18,0.3,24,3,143,6.4,1.0,22,1.01,591,6.7,19.3,17,688,34,75,111,maiz,secano,si,si,integrado,0
CSC000190,30.6,19.8,17.6,70,20.7,23,130,9.1,0.48,0.34,0.63,7,2,147,7.2,2.9,17,1.2,846,17.9,0.2,36,515,48,63,62,olivo,aspersion,si,no,convencional,1
CSC000191,28.0,31.9,11.3,59,25.1,107,41,6.5,0.64,0.17,0.54,30,0,123,6.1,0.8,23,1.14,702,3.5,0.2,18,976,18,64,140,trigo,goteo,si,si,ecologico,0
CSC000192,23.0,33.6,10.4,55,31.7,21,80,3.9,0.52,0.15,0.0,0,1,182,6.4,1.0,29,0.9,319,6.9,7.2,32,727,51,52,91,trigo,aspersion,no,no,convencional,0
CSC000193,21.2,25.0,12.9,59,38.9,104,72,3.2,0.61,0.44,0.48,47,2,217,6.0,4.4,24,0.86,817,8.7,16.5,8,799,14,76,150,olivo,aspersion,si,no,integrado,0
CSC000194,20.7,15.5,7.5,49,24.3,0,62,12.1,0.53,0.26,0.38,44,5,205,6.7,2.9,24,0.78,522,5.7,10.1,23,506,24,70,33,trigo,secano,si,no,convencional,0
CSC000195,18.5,29.6,7.4,41,23.3,43,61,7.3,0.69,0.22,0.7,46,0,195,6.9,0.3,26,1.9,269,11.7,0.2,32,267,39,80,139,maiz,secano,no,si,ecologico,0
CSC000196,16.5,30.8,9.3,73,20.1,74,92,0.0,0.56,0.26,0.34,30,4,202,7.2,4.1,18,0.91,0,0.3,7.8,4,1517,35,46,115,citricos,goteo,si,si,convencional,0
CSC000197,18.6,31.0,8.0,81,29.3,51,19,6.6,0.6,0.37,0.27,41,3,133,6.7,2.9,12,1.02,200,17.9,23.8,27,1203,79,52,104,horticola,aspersion,no,no,integrado,1
CSC000198,23.8,29.1,11.4,89,18.0,30,0,18.6,0.5,0.06,0.26,52,3,192,6.3,1.6,18,1.45,264,4.5,14.7,23,804,58,70,94,trigo,secano,si,no,convencional,1
CSC000199,23.5,34.4,16.1,52,24.5,16,90,5.6,0.54,0.21,0.12,17,1,172,7.5,1.6,15,1.14,528,24.5,1.4,40,900,34,70,67,maiz,secano,si,no,convencional,0
CSC000200,27.6,31.7,17.1,86,24.2,69,170,9.5,0.66,0.25,0.35,16,2,169,6.9,2.0,18,0.1,239,6.6,17.1,34,553,62,58,100,horticola,goteo,si,si,integrado,1
CSC000201,20.3,31.1,9.5,51,34.4,29,138,13.0,0.51,0.06,0.52,30,6,177,7.4,2.8,12,0.1,135,8.3,6.8,4,733,76,50,39,trigo,aspersion,si,no,integrado,0
CSC000202,16.6,29.0,8.3,68,25.4,33,140,0.0,0.55,0.16,0.5,13,3,149,6.5,3.8,24,1.03,315,4.5,16.8,0,877,27,58,73,citricos,secano,si,no,convencional,0
CSC000203,22.6,21.2,16.9,47,27.8,16,141,9.1,0.55,0.15,0.19,12,2,248,7.0,3.1,23,0.44,235,2.3,11.4,1,934,22,75,133,horticola,secano,no,si,convencional,0
CSC000204,25.5,22.5,15.0,50,26.4,38,144,5.0,0.73,0.28,0.12,42,3,243,6.1,1.2,13,0.56,412,0.0,23.1,33,895,9,70,127,trigo,goteo,no,no,integrado,0
CSC000205,12.5,26.7,13.5,61,34.6,81,137,17.2,0.85,0.22,0.16,48,1,166,6.3,3.4,20,1.42,535,9.9,8.3,38,1375,1,55,117,vid,aspersion,no,no,integrado,0
CSC000206,20.1,31.1,9.9,55,32.3,100,152,8.4,0.66,0.23,0.16,25,6,161,6.6,1.7,21,1.19,362,0.0,2.2,1,566,52,82,82,maiz,secano,si,no,convencional,1
CSC000207,24.2,35.3,11.6,25,20.7,26,19,0.4,0.64,0.43,0.33,25,0,241,7.2,2.5,25,0.34,431,7.6,0.2,23,876,32,69,84,vid,goteo,no,no,integrado,0
CSC000208,19.1,23.7,15.3,53,18.5,74,88,12.1,0.66,0.25,0.54,20,5,208,5.7,1.0,28,1.59,290,5.9,28.7,11,913,23,75,24,maiz,secano,no,no,convencional,0
CSC000209,11.9,27.3,14.2,69,23.2,4,76,13.7,0.65,0.19,0.13,0,5,222,6.6,4.4,21,0.37,834,0.0,11.9,0,496,30,66,45,citricos,secano,no,no,ecologico,0
CSC000210,25.0,21.5,14.2,38,32.3,18,44,2.1,0.45,0.33,0.41,22,4,135,7.6,2.7,28,1.06,375,0.0,9.0,36,1245,58,45,136,citricos,goteo,no,si,ecologico,0
CSC000211,10.5,17.7,15.6,64,16.9,114,146,11.3,0.69,0.24,0.12,21,6,279,5.8,3.9,32,0.25,762,10.3,12.2,16,375,55,98,52,trigo,goteo,no,si,integrado,0
CSC000212,17.9,32.6,11.0,68,19.5,68,126,5.1,0.42,0.23,0.3,38,4,173,7.0,2.8,6,0.1,397,0.0,5.8,40,785,18,70,127,trigo,secano,no,no,convencional,0
CSC000213,24.0,27.5,8.2,50,27.4,31,114,14.2,0.79,0.02,0.43,25,4,223,5.4,3.8,25,0.48,19,5.3,0.2,12,685,54,94,52,horticola,secano,no,no,convencional,0
CSC000214,16.6,28.5,9.7,68,16.2,40,69,11.5,0.53,-0.02,0.62,18,1,241,6.5,2.5,24,1.1,401,25.1,14.0,31,628,54,68,73,olivo,secano,si,no,convencional,0
CSC000215,28.4,24.3,17.8,76,24.6,94,145,11.9,0.82,0.42,0.19,22,5,196,7.7,2.4,25,0.84,616,15.1,2.1,0,1173,56,48,47,horticola,secano,no,no,convencional,0
CSC000216,22.6,38.6,8.4,50,18.7,77,49,12.9,0.66,-0.26,0.0,34,1,177,5.4,2.3,19,1.21,276,12.7,8.0,40,744,41,78,5,trigo,goteo,si,no,convencional,0
CSC000217,19.5,31.9,5.7,59,27.0,82,37,3.9,0.8,0.47,0.49,0,4,174,6.4,2.1,30,0.82,561,6.6,2.5,36,1286,45,73,95,olivo,secano,si,no,integrado,0
CSC000218,13.6,30.2,10.4,58,32.1,36,18,2.5,0.65,0.04,0.33,58,4,162,6.2,3.1,34,1.42,575,14.8,10.0,30,1163,34,75,78,maiz,aspersion,no,si,convencional,0
CSC000219,24.1,24.8,11.5,85,26.1,27,140,5.8,0.58,0.16,0.13,53,4,136,6.1,3.6,19,0.88,331,15.9,31.9,0,1301,38,75,98,maiz,goteo,no,si,integrado,0
CSC000220,20.5,25.2,8.7,75,21.4,92,28,3.0,0.75,0.25,0.54,16,5,72,8.0,2.5,29,0.74,287,0.0,14.5,26,1330,55,66,80,trigo,goteo,no,no,convencional,0
CSC000221,26.8,26.6,10.6,76,24.2,4,75,0.6,0.71,0.4,0.18,8,5,191,7.0,1.6,31,0.84,465,9.2,17.2,25,713,78,53,85,citricos,aspersion,si,no,ecologico,0
CSC000222,14.5,22.0,7.6,70,29.9,34,135,3.4,0.68,0.14,0.38,45,0,283,7.3,4.0,21,0.1,720,9.6,13.8,18,1744,28,92,74,citricos,secano,si,no,ecologico,0
CSC000223,26.5,32.2,10.6,56,27.6,69,84,7.4,0.52,0.26,0.33,2,6,108,7.1,3.4,15,1.31,1040,9.7,22.8,16,960,46,55,88,olivo,goteo,si,si,convencional,1
CSC000224,23.2,25.2,9.3,100,25.7,22,152,9.4,0.66,0.21,0.3,30,4,245,7.1,3.4,20,1.58,72,4.6,23.9,9,723,40,49,106,olivo,secano,si,no,integrado,1
CSC000225,18.3,28.0,10.5,65,15.8,87,97,11.4,0.55,0.32,0.39,31,2,140,6.6,3.0,36,1.21,569,7.0,21.6,15,493,0,48,89,olivo,goteo,si,no,convencional,0
CSC000226,24.2,29.5,6.6,66,36.0,75,66,14.4,0.76,0.26,0.28,33,2,217,5.2,2.5,24,0.98,188,11.0,15.1,36,963,29,47,86,citricos,aspersion,si,no,ecologico,0
CSC000227,20.3,28.4,8.1,53,8.9,16,83,10.8,0.53,-0.01,0.0,32,2,179,8.0,3.4,39,0.52,454,0.0,0.2,13,771,66,74,6,vid,secano,no,no,integrado,0
CSC000228,15.5,21.9,12.9,34,28.6,42,23,7.1,0.5,0.06,0.32,18,3,167,6.8,1.1,19,1.19,361,2.6,3.9,12,995,47,76,50,citricos,secano,no,no,integrado,0
CSC000229,22.4,31.3,17.9,70,15.8,6,93,5.1,0.69,0.36,0.08,42,4,141,7.1,2.0,15,0.62,102,13.9,0.2,41,688,67,82,105,maiz,secano,si,no,convencional,1
CSC000230,29.5,26.8,13.0,67,31.9,62,33,10.2,0.53,0.21,0.7,22,2,138,6.7,2.6,20,1.01,402,7.9,8.6,13,319,55,91,122,maiz,aspersion,si,no,ecologico,1
CSC000231,12.9,21.3,13.5,58,26.5,0,37,7.4,0.46,0.26,0.35,0,2,188,6.5,1.7,29,0.93,639,4.1,8.2,10,657,68,52,98,citricos,secano,no,si,convencional,1
CSC000232,22.2,32.4,10.0,72,32.8,26,43,10.9,0.42,0.12,0.44,31,3,269,7.4,2.2,36,0.86,341,10.0,0.2,20,1336,34,65,69,olivo,aspersion,si,no,ecologico,1
CSC000233,22.2,29.0,15.0,87,22.7,28,17,12.2,0.55,0.14,0.14,11,6,184,5.5,4.0,24,0.7,275,1.3,10.9,0,679,14,60,44,horticola,aspersion,no,si,convencional,0
CSC000234,20.8,30.0,9.7,37,22.3,0,146,6.1,0.45,0.28,0.36,0,2,190,6.0,2.4,29,0.1,551,5.5,15.0,0,843,22,70,87,horticola,goteo,no,no,integrado,0
CSC000235,27.2,27.4,16.1,62,36.3,82,63,5.1,0.48,-0.01,0.42,33,2,146,7.4,2.0,25,0.76,409,4.8,9.2,32,593,46,48,56,horticola,aspersion,no,no,integrado,0
CSC000236,22.0,30.3,12.3,69,20.5,64,0,10.7,0.58,0.44,0.57,20,3,148,6.5,2.1,23,0.91,717,0.0,3.2,3,602,59,53,48,maiz,aspersion,no,si,ecologico,1
CSC000237,25.5,33.9,6.2,71,22.7,27,0,11.5,0.52,0.15,0.21,8,4,165,6.8,2.2,16,1.01,144,15.3,18.6,35,868,44,90,51,vid,secano,si,no,integrado,0
CSC000238,21.6,33.7,10.2,67,29.9,84,63,11.7,0.56,0.1,0.88,19,2,144,5.8,1.7,23,0.43,547,0.0,14.7,14,994,47,68,35,maiz,goteo,si,no,convencional,0
CSC000239,24.3,30.2,13.4,100,26.8,47,41,0.0,0.56,0.12,0.0,45,3,211,7.1,1.7,9,0.35,393,9.8,0.2,13,567,20,72,86,maiz,goteo,si,no,convencional,0
CSC000240,24.5,23.5,15.5,75,32.2,77,51,0.0,0.68,0.06,0.57,39,4,155,6.3,3.2,22,2.16,371,6.9,28.5,0,975,39,80,35,trigo,secano,no,si,integrado,0
CSC000241,20.1,29.5,6.0,55,30.8,25,92,11.2,0.68,0.18,0.17,7,3,177,7.1,2.0,13,1.03,118,29.7,18.4,35,923,45,82,40,horticola,aspersion,si,si,integrado,0
CSC000242,18.8,32.4,14.6,84,38.5,29,133,11.0,0.62,-0.06,0.73,5,1,137,7.3,3.8,21,1.02,455,8.1,10.1,0,650,37,61,75,maiz,aspersion,si,no,convencional,0
CSC000243,21.4,31.2,15.0,46,18.9,62,19,7.0,0.75,0.32,0.16,43,1,160,7.4,3.4,33,0.1,225,4.5,13.0,25,1096,46,100,126,vid,goteo,si,no,integrado,0
CSC000244,24.4,23.6,8.9,59,38.5,67,37,5.5,0.68,0.08,0.52,32,2,166,6.6,3.1,24,0.87,612,21.9,7.7,5,1287,54,71,98,maiz,goteo,si,no,integrado,0
CSC000245,19.7,30.1,12.7,75,28.1,39,8,9.4,0.62,0.02,0.66,54,2,166,6.5,3.5,21,1.01,51,18.1,23.6,0,1238,47,82,45,maiz,secano,no,no,integrado,0
CSC000246,18.2,29.1,10.3,65,34.1,0,213,3.6,0.59,0.21,0.44,0,2,167,6.9,2.6,21,1.75,262,0.0,2.2,29,685,44,64,126,maiz,goteo,si,no,convencional,1
CSC000247,23.9,27.9,8.8,78,14.2,29,44,0.0,0.56,0.04,0.54,21,3,255,6.3,2.0,20,1.23,282,0.0,22.1,7,1023,26,95,41,olivo,aspersion,si,no,convencional,0
CSC000248,24.2,25.2,13.0,43,34.7,52,64,10.4,0.62,0.39,0.72,22,0,178,5.9,1.2,32,0.96,378,21.5,16.9,26,652,41,83,77,citricos,goteo,no,si,convencional,0
CSC000249,15.5,27.6,11.9,93,23.9,53,73,3.7,0.69,0.11,0.24,0,4,183,6.8,2.4,28,1.05,617,0.0,18.8,24,494,52,59,64,horticola,goteo,no,no,convencional,0
CSC000250,18.8,24.7,12.0,79,17.3,1,200,9.4,0.87,0.37,0.52,7,3,151,6.3,1.7,20,1.21,167,7.3,0.3,19,1023,61,73,174,trigo,secano,si,no,convencional,0
CSC000251,20.2,30.5,9.3,63,28.4,23,151,8.8,0.75,0.16,0.41,5,3,177,6.7,1.1,19,0.86,445,11.0,24.2,31,100,44,53,176,trigo,goteo,si,si,integrado,0
CSC000252,22.0,25.2,14.1,59,17.3,22,133,0.0,0.56,-0.06,0.35,14,6,163,6.3,0.9,29,0.29,161,0.9,13.1,29,1003,33,81,137,citricos,secano,si,no,convencional,0
CSC000253,15.5,30.2,17.3,64,13.8,2,156,5.2,0.59,0.21,0.38,37,1,168,7.8,2.9,25,1.0,755,29.4,9.2,35,1060,41,65,54,vid,goteo,si,no,integrado,0
CSC000254,11.9,31.8,13.1,48,5.0,38,104,13.0,0.8,0.24,0.35,10,3,115,6.3,2.5,11,0.67,808,18.8,12.9,19,773,40,82,96,olivo,secano,si,no,integrado,0
CSC000255,21.6,29.6,7.1,77,17.6,41,101,0.4,0.7,-0.13,0.46,52,5,186,7.4,0.7,21,1.13,452,5.6,12.8,2,836,14,45,137,olivo,goteo,si,si,ecologico,0
CSC000256,18.0,27.9,14.6,42,18.4,110,108,13.8,0.54,0.14,0.61,20,3,142,6.4,3.8,16,0.1,444,11.9,11.5,9,730,23,90,116,vid,secano,si,no,integrado,0
CSC000257,18.6,28.0,7.3,59,30.2,45,147,8.7,0.59,-0.03,0.17,36,1,196,7.1,2.8,22,0.18,425,5.3,22.6,28,930,56,84,116,olivo,goteo,si,no,convencional,0
CSC000258,19.0,26.3,8.9,83,34.1,11,112,1.8,0.6,0.34,0.25,23,2,191,8.1,1.8,16,1.03,150,7.5,28.9,37,624,0,70,53,maiz,aspersion,no,no,ecologico,0
CSC000259,20.5,27.8,19.9,56,34.2,60,119,0.0,0.54,0.28,0.27,15,3,165,6.4,2.7,20,1.01,460,0.0,1.2,1,791,65,84,58,horticola,goteo,si,no,ecologico,0
CSC000260,19.2,22.2,9.5,100,29.5,16,125,9.7,0.52,0.21,0.47,29,3,186,5.6,1.8,11,0.65,625,9.6,18.9,0,718,83,81,119,olivo,aspersion,si,si,integrado,0
CSC000261,14.8,40.6,10.2,50,25.1,11,74,8.4,0.62,0.22,0.55,32,4,171,6.9,1.4,15,1.31,616,15.9,19.4,11,1136,37,81,44,horticola,goteo,si,no,convencional,1
CSC000262,19.8,24.0,12.5,71,16.5,25,73,15.6,0.49,0.21,0.47,44,7,142,5.5,2.6,4,0.7,228,0.0,0.2,28,1193,47,67,96,vid,secano,si,no,convencional,1
