id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV000130,18.18,11.21,6.43,4.69,1.74,5.13,137,8.13,10,11.44,4.06,4.45,15.74,37.91,7,0.26,8,1.91,0.46,1.18,2.83,0.447,0.866,91.2,299.8,11,156,1
INV000131,20.69,12.9,7.06,5.16,4.81,6.68,218,6.08,10,11.51,4.84,3.94,7.53,22.12,8,0.62,7,1.9,1.1,1.69,2.93,0.294,0.364,113.9,487.9,20,119,0
INV000132,10.59,6.7,8.8,5.95,3.53,5.18,161,6.78,8,9.48,5.48,3.86,11.63,32.06,9,0.5,7,1.76,1.02,1.72,1.2,0.64,1.098,72.7,241.4,8,40,0
INV000133,17.64,10.85,5.82,4.78,3.72,4.58,50,9.78,10,10.71,6.09,2.55,16.89,39.6,10,0.76,9,2.14,0.77,2.1,3.03,0.554,0.957,80.1,235.1,23,121,0
INV000134,18.13,11.45,7.49,6.0,2.47,5.32,274,10.8,11,8.47,5.9,4.86,21.09,49.67,8,1.24,12,2.21,0.97,1.74,2.42,0.596,1.163,105.9,361.2,20,127,0
INV000135,17.27,10.51,7.2,4.92,4.11,3.67,181,8.31,8,10.53,4.8,5.06,16.25,39.7,3,0.55,9,2.01,0.79,0.76,2.4,0.481,0.941,97.0,228.2,25,41,0
INV000136,13.24,8.41,6.66,2.62,3.64,5.16,122,12.48,8,11.43,3.81,3.27,12.01,30.68,9,1.01,13,1.52,0.75,2.11,1.99,0.943,0.907,68.8,227.5,20,166,0
INV000137,12.29,8.03,8.35,7.18,3.13,3.75,134,9.08,11,6.21,2.19,3.67,12.68,33.71,5,0.58,9,1.66,0.22,1.34,1.47,0.739,1.032,80.0,192.4,20,137,1
INV000138,17.11,9.98,8.8,3.06,3.36,5.49,250,6.29,11,11.48,5.22,4.74,13.57,35.94,6,0.77,7,2.44,0.91,1.86,1.94,0.368,0.793,117.4,413.3,9,136,0
INV000139,16.91,11.26,6.71,5.45,2.97,1.62,115,8.35,10,9.37,4.37,3.86,14.63,35.97,5,0.95,12,1.67,1.17,2.0,2.52,0.494,0.865,88.5,91.9,21,124,0
INV000140,13.24,8.06,8.47,6.19,4.37,4.57,111,7.31,10,7.3,4.3,5.32,8.86,26.19,6,0.76,11,1.73,0.66,1.65,1.56,0.552,0.669,87.5,256.2,14,190,0
INV000141,13.64,8.44,5.13,5.45,3.3,3.28,130,6.52,9,8.59,2.54,2.84,17.03,39.19,8,1.18,12,2.07,1.2,2.41,2.66,0.478,1.249,54.6,114.8,22,182,0
INV000142,17.61,11.18,5.61,4.07,4.36,2.86,237,9.29,10,6.48,2.53,3.65,8.83,23.27,10,0.72,9,1.25,0.55,0.65,3.14,0.528,0.501,77.1,141.3,11,100,1
INV000143,16.62,10.4,7.89,5.52,3.3,4.25,101,6.47,12,9.34,2.43,2.09,10.56,29.01,5,1.08,8,1.71,1.16,0.31,2.11,0.389,0.635,102.3,278.7,6,135,0
INV000144,14.42,9.0,6.86,4.96,3.21,5.0,141,5.77,10,10.72,3.43,3.09,9.78,26.42,5,0.34,5,1.26,1.18,0.75,2.1,0.4,0.678,77.2,247.3,6,118,0
INV000145,16.39,9.83,9.63,5.04,4.38,4.57,234,5.4,11,9.19,4.84,5.46,12.37,34.37,5,0.7,8,1.93,0.79,1.74,1.7,0.329,0.755,123.1,360.7,10,105,0
INV000146,13.67,8.35,7.63,3.81,5.03,3.58,120,10.66,10,8.72,4.48,4.08,19.55,46.73,9,1.04,13,2.1,0.66,1.61,1.79,0.78,1.43,81.4,186.7,25,239,1
INV000147,10.58,6.54,7.78,6.76,3.36,4.25,166,6.41,10,6.17,2.83,4.63,11.62,31.02,5,0.74,10,1.95,0.93,1.23,1.36,0.606,1.098,64.2,174.9,20,136,0
INV000148,15.0,9.22,7.78,6.88,4.83,6.89,247,4.85,8,9.41,4.87,5.26,15.26,38.3,5,0.39,10,1.65,1.27,1.99,1.93,0.323,1.017,91.0,402.0,13,129,0
INV000149,12.32,7.41,5.42,3.1,3.81,5.1,117,9.55,13,6.48,3.66,2.36,19.05,43.52,8,0.71,10,1.77,0.99,2.17,2.27,0.775,1.546,52.1,170.3,21,110,0
INV000150,20.88,13.19,9.73,4.9,3.56,6.32,163,5.09,11,9.56,5.63,2.98,15.38,40.49,12,0.79,10,2.83,1.19,1.14,2.15,0.244,0.737,158.5,642.0,15,156,0
INV000151,15.91,9.68,9.08,3.96,3.19,2.56,159,8.29,9,7.71,2.07,4.02,16.38,41.84,2,1.54,8,1.4,1.35,1.1,1.75,0.521,1.03,112.7,184.9,15,85,0
INV000152,18.62,11.71,9.37,8.34,4.91,5.4,212,8.61,10,9.88,4.62,3.94,9.88,29.13,2,0.75,6,1.96,0.55,1.76,1.99,0.462,0.531,136.1,471.1,2,69,0
INV000153,19.79,12.21,9.39,7.05,5.64,4.74,346,10.75,8,11.41,5.12,3.98,16.56,42.51,6,1.1,11,2.2,0.85,1.66,2.11,0.543,0.837,144.9,440.4,15,156,0
INV000154,23.52,15.34,11.64,7.01,5.83,4.88,256,10.11,11,12.14,6.78,5.38,12.29,36.22,3,0.37,7,1.94,1.07,1.17,2.02,0.43,0.523,213.5,668.0,4,95,0
INV000155,16.22,10.54,6.23,5.45,3.66,4.67,180,3.79,11,7.98,3.81,4.07,11.47,29.17,4,0.44,8,1.36,0.85,1.0,2.6,0.234,0.707,78.8,236.0,5,64,0
INV000156,18.54,11.53,9.13,7.08,3.62,5.26,229,7.31,10,10.88,6.54,4.65,13.45,36.03,10,0.37,12,1.65,0.87,0.87,2.03,0.394,0.725,132.0,445.2,15,134,0
INV000157,18.75,11.88,6.84,7.02,4.86,3.44,128,8.62,11,12.21,4.06,4.49,14.73,36.3,5,0.29,10,2.82,1.13,2.3,2.74,0.46,0.786,100.0,220.6,15,84,1
INV000158,18.17,11.21,6.92,5.63,3.97,6.55,216,10.07,8,9.81,4.63,5.82,11.81,30.54,11,1.28,14,2.07,0.89,2.04,2.63,0.554,0.65,98.1,411.8,16,232,0
INV000159,15.92,10.3,6.14,6.35,4.3,4.6,155,7.58,9,8.78,3.64,6.27,12.6,31.34,5,0.97,10,2.45,0.55,2.3,2.59,0.476,0.791,76.2,224.8,12,160,0
INV000160,18.34,11.04,8.23,5.45,4.74,4.69,244,4.84,10,10.6,3.06,3.22,6.47,21.17,3,0.0,6,1.95,0.33,0.2,2.23,0.264,0.353,117.7,354.0,11,10,0
INV000161,13.95,8.7,7.54,7.82,4.41,5.59,224,2.39,12,8.5,5.11,2.05,6.35,20.24,5,0.66,10,2.09,0.8,1.56,1.85,0.171,0.455,82.0,294.0,0,58,0
INV000162,19.02,12.09,5.16,6.16,3.79,4.54,110,9.33,9,7.31,5.08,3.78,15.13,35.42,3,1.29,13,2.45,1.02,1.86,3.69,0.491,0.795,76.6,222.8,17,84,0
INV000163,18.89,11.89,8.5,5.97,3.49,6.39,93,9.26,9,10.19,4.19,3.19,7.52,23.54,3,0.93,7,1.67,0.66,1.36,2.22,0.49,0.398,125.2,513.0,16,119,0
INV000164,16.67,10.06,6.23,6.84,4.51,5.02,190,7.1,11,11.64,4.03,5.03,11.84,29.91,4,0.48,8,1.27,1.13,0.89,2.68,0.426,0.71,81.0,260.7,2,109,0
INV000165,22.77,13.93,7.86,7.81,4.26,4.21,347,7.6,9,13.16,6.64,4.35,14.08,36.02,6,0.77,8,2.04,1.05,1.94,2.9,0.334,0.618,139.6,376.7,20,105,0
INV000166,16.54,9.94,6.61,6.22,3.43,4.29,185,9.16,12,7.67,4.84,3.25,14.41,35.43,4,0.93,9,1.7,0.8,1.53,2.5,0.554,0.871,85.3,234.5,3,104,0
INV000167,11.86,7.29,8.68,4.47,4.07,3.88,69,9.14,14,8.6,4.31,1.37,12.09,32.86,3,1.08,7,1.02,0.96,1.52,1.37,0.771,1.019,80.3,199.7,12,129,0
INV000168,21.49,13.36,8.82,7.82,3.85,2.07,207,9.99,11,11.5,6.62,5.45,15.47,39.76,8,1.03,8,2.21,0.91,1.92,2.44,0.465,0.72,147.8,196.2,13,255,0
INV000169,10.33,6.06,7.31,3.65,3.89,4.94,115,5.71,11,10.01,3.16,3.51,11.5,30.31,7,0.74,10,1.85,0.57,2.69,1.41,0.553,1.113,58.9,186.5,14,43,0
INV000170,13.4,8.25,5.03,5.2,3.5,2.64,145,6.4,9,8.7,3.45,4.18,8.02,21.07,1,0.0,9,1.73,1.1,1.92,2.66,0.478,0.599,52.6,89.0,7,88,0
INV000171,14.1,8.94,6.77,4.98,2.62,3.96,215,6.48,9,8.35,5.42,3.49,7.92,22.61,4,0.68,9,2.02,0.58,1.28,2.08,0.46,0.562,74.5,189.0,19,194,0
INV000172,17.84,11.04,6.89,3.91,3.28,5.17,210,10.66,10,7.68,5.8,6.01,15.03,36.95,10,1.09,11,1.51,0.97,2.37,2.59,0.598,0.842,95.9,317.7,32,194,1
INV000173,15.72,9.7,9.0,7.31,4.08,3.99,202,10.14,7,8.06,4.69,4.82,12.77,34.54,8,0.97,11,2.24,0.83,2.81,1.75,0.645,0.812,110.4,282.3,13,179,0
INV000174,14.23,8.88,5.55,6.36,3.23,5.29,107,8.19,10,7.11,3.96,3.87,11.46,28.47,7,0.59,6,1.83,1.09,1.84,2.56,0.576,0.805,61.6,208.9,8,111,0
INV000175,20.04,12.75,5.03,5.33,2.31,4.6,128,3.35,12,7.57,3.04,4.12,13.44,31.91,6,0.61,8,1.76,1.0,1.22,3.98,0.167,0.671,78.6,231.8,11,82,0
INV000176,18.43,11.37,7.78,5.32,3.66,5.42,195,3.42,9,11.46,2.74,1.26,16.51,40.8,9,0.8,11,1.48,0.72,0.97,2.37,0.186,0.896,111.8,388.6,0,40,0
INV000177,13.02,8.44,8.57,6.48,3.95,4.09,199,7.54,10,10.16,3.72,2.63,9.39,27.35,6,0.56,9,2.47,1.07,1.08,1.52,0.579,0.721,87.0,228.2,21,109,0
INV000178,19.3,12.16,6.92,5.38,3.69,3.58,207,8.43,10,8.26,4.21,5.7,16.95,40.82,6,0.48,9,1.9,0.98,1.54,2.79,0.437,0.878,104.2,239.1,9,94,1
INV000179,14.39,8.49,3.99,7.79,4.36,1.92,169,7.1,10,10.48,6.05,5.09,12.92,29.83,6,1.31,11,2.35,0.75,1.75,3.61,0.493,0.898,44.8,55.1,12,167,0
INV000180,16.11,10.17,5.57,6.21,3.0,4.65,110,10.32,11,8.45,4.94,3.59,11.44,28.45,5,0.76,10,2.45,0.85,1.04,2.89,0.641,0.71,70.0,208.6,29,142,0
INV000181,10.83,6.61,7.07,5.35,3.73,4.79,68,9.41,10,9.4,3.92,3.02,13.83,34.73,13,1.29,10,1.8,1.12,2.57,1.53,0.869,1.277,59.7,183.4,6,237,0
INV000182,18.65,11.16,7.09,4.94,2.8,3.41,76,8.11,11,11.06,4.56,4.06,11.7,30.49,7,0.8,11,1.24,0.72,1.26,2.63,0.435,0.627,103.1,225.4,30,104,0
INV000183,18.59,11.64,7.9,6.49,4.42,6.15,229,6.11,9,8.71,5.01,4.63,12.77,33.44,2,0.66,11,2.53,1.18,1.94,2.35,0.329,0.687,114.6,451.6,21,105,0
INV000184,21.69,13.71,10.17,6.42,4.22,5.27,244,7.6,8,11.62,5.83,4.72,14.62,39.41,5,0.5,11,1.9,1.44,1.52,2.13,0.35,0.674,172.1,581.2,5,98,0
INV000185,14.84,9.03,5.96,6.77,3.28,6.65,156,10.51,9,9.27,4.59,4.0,11.79,29.54,11,1.39,6,2.75,1.0,1.66,2.49,0.708,0.794,69.0,294.1,19,126,0
INV000186,18.16,11.14,9.12,3.23,3.72,4.84,135,5.97,11,9.32,2.95,3.98,6.97,23.06,2,0.11,7,1.78,0.78,0.8,1.99,0.329,0.384,129.2,400.8,10,10,0
INV000187,15.17,9.45,7.65,5.83,2.96,5.72,119,7.53,13,11.66,2.63,4.43,11.51,30.67,7,0.7,10,1.68,0.89,2.11,1.98,0.496,0.759,90.5,331.9,6,82,0
INV000188,18.56,11.64,9.91,7.08,3.28,6.5,227,10.39,10,12.33,5.9,4.2,12.26,34.43,6,1.12,10,2.68,1.28,1.6,1.87,0.56,0.661,143.5,597.8,18,171,0
INV000189,9.67,6.11,5.79,4.06,2.66,2.9,10,9.04,11,3.15,1.91,1.48,12.64,31.07,7,0.65,10,1.04,0.92,1.5,1.67,0.935,1.307,43.7,81.2,19,54,0
INV000190,12.03,7.37,6.14,4.44,3.04,4.91,77,7.52,11,7.32,3.36,2.5,12.77,31.68,4,0.73,9,1.72,0.45,1.61,1.96,0.625,1.062,57.6,181.3,12,184,0
INV000191,15.29,9.27,7.27,5.68,3.23,5.17,97,7.88,11,9.93,4.12,5.51,19.23,45.73,14,1.89,14,1.89,0.62,1.71,2.1,0.515,1.258,86.7,287.3,17,173,1
INV000192,12.71,8.07,5.82,3.07,3.14,2.01,94,12.35,11,7.43,4.09,3.29,17.07,39.96,7,1.42,11,1.16,1.03,2.22,2.18,0.972,1.343,57.7,74.3,24,255,0
INV000193,22.68,13.63,5.94,6.93,3.85,4.71,210,9.4,10,8.9,3.56,4.76,10.02,25.98,6,1.32,9,2.44,0.7,2.4,3.82,0.414,0.442,105.1,317.3,17,167,1
INV000194,17.66,10.9,6.95,6.7,3.61,3.84,131,10.36,11,10.37,3.69,4.42,16.14,39.23,9,1.52,8,2.21,0.87,2.76,2.54,0.587,0.914,95.7,235.7,23,183,1
INV000195,23.56,14.27,9.34,8.24,4.46,6.3,312,6.49,10,11.76,7.16,5.23,18.02,45.38,3,1.15,10,1.73,0.82,2.0,2.52,0.275,0.765,171.6,693.2,11,53,1
INV000196,11.17,6.95,6.1,5.65,3.07,6.1,214,9.49,9,4.14,4.18,2.69,17.06,40.22,8,0.92,11,1.79,1.04,1.24,1.83,0.85,1.527,53.1,207.8,19,123,1
INV000197,18.64,12.06,8.33,5.4,3.55,5.0,157,6.54,10,10.85,3.37,6.17,14.28,36.89,7,0.66,9,1.73,0.86,1.74,2.24,0.351,0.766,121.1,388.2,17,44,1
INV000198,16.08,9.8,9.06,6.37,3.16,4.57,134,10.4,9,6.39,5.47,3.12,10.42,29.9,4,0.46,11,2.11,1.17,0.4,1.77,0.647,0.648,113.6,332.9,1,47,0
INV000199,18.04,11.15,8.06,4.87,4.5,6.2,272,9.49,10,9.89,5.4,4.79,14.42,36.9,8,1.24,9,2.07,0.97,1.79,2.24,0.526,0.799,113.4,450.7,12,117,1
INV000200,17.43,10.87,6.05,3.8,4.23,6.14,162,4.29,11,10.05,3.13,4.57,9.39,24.83,0,0.5,10,1.62,1.0,0.86,2.88,0.246,0.539,82.3,323.7,7,22,0
INV000201,19.43,11.73,7.59,6.02,3.79,2.62,88,9.07,11,10.25,3.77,5.09,15.2,37.99,8,1.4,9,2.07,1.33,1.85,2.56,0.467,0.782,115.0,193.2,13,147,1
INV000202,9.23,5.28,5.02,5.28,3.09,3.58,139,5.98,13,6.51,3.64,2.88,11.71,28.44,3,0.38,8,1.65,1.01,1.46,1.84,0.648,1.269,36.1,82.9,0,62,0
INV000203,11.23,7.47,4.59,5.49,2.08,3.15,127,7.4,9,7.0,1.74,2.86,15.86,36.31,7,1.16,10,1.36,1.19,2.06,2.45,0.659,1.412,40.2,81.2,7,132,0
INV000204,17.56,11.27,6.79,7.25,2.71,3.47,124,7.24,12,10.38,5.82,4.19,10.56,27.91,6,0.44,11,1.67,0.82,1.24,2.59,0.412,0.601,93.0,206.9,20,113,0
INV000205,16.96,10.37,7.24,5.24,4.0,5.32,179,7.16,10,11.92,4.29,5.44,11.0,29.24,7,1.17,11,2.19,0.75,2.14,2.34,0.422,0.649,95.8,326.6,27,104,1
INV000206,17.78,10.46,7.62,4.83,2.59,5.07,140,6.08,11,8.79,2.65,5.39,11.2,30.02,3,0.08,9,1.79,0.55,0.81,2.33,0.342,0.63,105.7,343.5,11,105,0
INV000207,16.88,10.67,5.83,4.9,3.28,3.42,87,6.54,10,8.98,4.46,3.08,15.72,37.27,12,0.85,9,2.12,1.19,0.89,2.9,0.387,0.931,76.8,168.3,17,171,0
INV000208,13.38,8.15,8.19,6.01,2.22,3.92,162,6.54,10,8.4,4.97,3.4,10.73,29.65,10,1.14,10,1.15,0.81,1.59,1.63,0.489,0.802,85.5,214.8,9,201,0
INV000209,17.76,11.13,8.37,4.58,3.25,4.17,157,7.05,12,8.3,4.21,3.47,12.61,33.59,11,1.14,10,1.55,1.04,2.02,2.12,0.397,0.71,115.9,309.9,13,133,1
INV000210,13.51,8.62,8.12,5.21,3.39,5.44,153,6.25,9,11.23,5.28,3.77,11.66,31.44,5,0.62,7,0.96,0.91,1.67,1.66,0.463,0.863,85.6,298.4,12,53,0
INV000211,20.98,13.24,13.89,8.21,4.71,6.22,330,7.24,10,11.24,4.89,5.94,12.08,38.05,2,0.58,9,2.1,0.71,1.23,1.51,0.345,0.576,227.3,906.3,19,148,0
INV000212,13.29,7.79,6.77,3.6,3.58,4.41,164,6.99,12,8.36,5.13,4.82,12.17,31.11,9,0.7,8,1.47,0.69,1.95,1.96,0.526,0.916,70.2,198.4,12,183,0
INV000213,16.92,10.34,9.2,5.32,4.16,6.27,212,6.1,10,9.79,3.8,4.69,11.3,31.8,6,0.99,9,2.25,1.2,2.66,1.84,0.361,0.668,121.4,488.0,16,58,0
INV000214,16.34,10.25,4.64,3.33,3.47,4.16,156,4.53,12,5.78,1.68,4.67,7.28,19.2,3,0.43,8,1.95,1.19,1.01,3.52,0.277,0.446,59.1,157.7,2,255,0
INV000215,18.81,11.25,8.1,5.68,4.19,4.84,231,8.23,9,9.69,4.71,7.15,9.46,27.02,7,0.73,6,1.76,1.13,0.78,2.32,0.438,0.503,118.8,368.7,0,109,0
INV000216,19.32,12.21,4.81,4.86,3.26,3.05,89,7.42,11,7.0,3.16,4.11,11.5,27.81,5,0.74,8,1.74,1.23,1.45,4.02,0.384,0.595,72.5,141.7,4,90,0
INV000217,11.59,6.89,5.53,6.16,3.11,3.14,126,13.81,6,7.54,4.27,3.94,15.36,36.25,13,1.79,10,1.15,0.47,3.04,2.1,1.192,1.325,50.0,100.6,7,203,0
INV000218,16.74,10.43,6.3,5.66,2.31,5.01,89,2.0,8,9.16,4.8,2.79,4.9,16.1,0,0.36,7,2.35,0.91,0.54,2.66,0.119,0.293,82.3,264.2,4,11,0
INV000219,11.12,6.54,6.46,3.81,3.2,3.25,172,5.54,12,10.41,4.88,3.84,10.26,26.98,1,0.61,10,1.23,0.57,1.56,1.72,0.498,0.923,56.0,116.7,4,150,0
INV000220,7.79,4.81,7.34,4.44,3.14,4.72,156,10.23,11,7.25,3.52,3.34,9.27,25.88,2,1.2,6,1.93,1.2,1.37,1.06,1.313,1.19,44.6,134.9,22,117,0
INV000221,13.36,8.14,5.54,5.69,1.43,5.03,80,6.59,9,5.41,3.28,2.94,17.36,40.26,6,0.92,7,2.09,0.88,2.41,2.41,0.493,1.299,57.7,186.1,7,104,0
INV000222,15.32,9.51,6.95,5.18,3.89,2.23,103,8.2,11,8.77,4.26,3.3,10.66,28.27,5,0.96,10,1.31,0.99,1.69,2.2,0.535,0.696,83.0,118.7,5,105,0
INV000223,15.07,9.65,4.22,5.48,2.79,3.23,137,6.53,11,6.26,2.83,3.0,16.03,36.28,6,0.58,10,2.39,0.4,1.17,3.57,0.433,1.064,49.6,102.7,26,99,0
INV000224,12.87,8.1,5.23,6.14,3.46,3.96,49,6.19,8,9.12,6.51,5.62,16.6,38.43,3,1.05,9,2.16,1.09,1.44,2.46,0.481,1.29,52.5,133.3,15,136,0
INV000225,17.51,11.08,6.66,5.2,3.18,3.05,112,5.0,12,8.21,4.03,4.37,11.69,30.04,6,0.32,8,1.86,0.84,1.81,2.63,0.286,0.668,91.0,177.8,6,98,0
INV000226,16.78,10.31,7.79,4.03,1.68,6.02,114,7.33,9,9.16,3.55,2.57,14.56,36.91,5,0.25,10,1.81,0.94,2.07,2.15,0.437,0.868,102.0,393.5,7,94,0
INV000227,16.51,10.3,6.54,6.8,2.95,5.11,94,9.27,11,5.44,4.49,2.47,10.55,27.64,7,0.8,9,1.63,1.07,0.92,2.52,0.561,0.639,84.2,275.9,1,88,0
INV000228,14.39,8.86,7.25,6.12,3.9,5.42,184,9.21,9,5.53,4.15,1.78,9.28,25.81,2,0.24,9,2.13,0.94,1.86,1.98,0.64,0.645,81.4,282.7,28,75,0
INV000229,18.26,11.45,7.09,7.55,3.27,5.69,215,9.91,10,5.34,6.43,2.28,16.86,40.81,9,1.17,10,1.44,0.85,1.89,2.58,0.543,0.923,101.0,368.3,18,128,0
INV000230,15.4,9.76,4.99,4.46,3.95,1.96,94,2.0,10,6.82,4.11,1.76,9.78,24.55,0,0.0,7,1.16,1.01,0.96,3.09,0.13,0.635,59.9,75.3,6,96,0
INV000231,10.37,5.65,5.91,2.91,2.24,1.0,10,4.71,9,2.0,3.0,1.21,4.77,15.45,0,0.71,7,1.19,0.62,0.2,1.75,0.454,0.46,47.8,30.6,0,72,0
INV000232,20.92,12.19,10.06,6.36,4.5,6.59,221,6.69,9,13.76,6.32,4.23,14.47,39.0,6,0.52,9,1.92,0.62,1.0,2.08,0.32,0.692,164.2,693.4,5,146,0
INV000233,15.11,9.32,6.87,5.02,4.06,7.15,130,9.45,10,11.43,4.05,4.95,9.19,25.25,7,0.93,11,1.94,0.73,2.65,2.2,0.625,0.608,81.0,371.1,8,181,0
INV000234,23.47,14.35,8.19,5.11,4.59,3.33,119,7.57,10,10.13,2.36,3.69,12.14,32.47,7,1.0,7,1.44,0.92,2.49,2.87,0.323,0.517,149.9,320.0,8,78,0
INV000235,19.02,11.48,7.13,3.82,5.23,3.92,222,5.04,10,12.0,5.58,2.99,9.88,26.89,3,0.0,7,1.55,0.68,1.15,2.67,0.265,0.519,105.8,265.8,7,39,0
INV000236,22.49,14.22,4.35,5.66,3.55,6.11,108,6.15,9,10.3,3.64,3.56,9.9,24.15,9,1.14,9,1.68,0.75,1.23,5.17,0.273,0.44,76.3,298.9,5,81,0
INV000237,12.23,7.9,6.5,5.84,3.51,5.04,183,6.79,12,8.97,5.94,3.2,11.96,30.42,4,0.33,8,2.22,0.79,1.53,1.88,0.555,0.978,62.0,200.3,10,96,0
INV000238,11.72,7.63,7.4,4.31,2.33,3.27,58,5.39,10,8.7,3.68,2.49,11.75,30.9,5,0.91,8,1.91,0.5,1.32,1.58,0.46,1.003,67.6,141.8,14,103,0
INV000239,12.41,7.82,5.3,4.3,2.02,2.71,36,12.36,11,8.73,3.0,3.23,11.17,27.64,6,0.9,9,1.44,0.92,1.93,2.34,0.996,0.9,51.3,89.1,22,108,0
INV000240,21.4,13.48,10.21,3.83,3.4,4.73,213,8.02,9,12.27,2.93,3.67,13.9,38.01,11,0.79,8,1.27,1.35,1.78,2.1,0.375,0.65,170.4,516.7,20,141,0
INV000241,15.04,9.3,9.07,6.16,3.16,3.88,143,8.95,11,13.3,4.81,3.59,17.44,43.95,8,1.3,11,2.41,1.11,2.34,1.66,0.595,1.16,106.4,264.6,6,87,0
INV000242,17.15,10.3,9.91,7.04,3.05,7.12,295,7.63,13,7.94,7.15,5.41,16.87,43.65,7,0.65,12,2.19,1.02,2.22,1.73,0.445,0.984,132.6,605.0,2,73,0
INV000243,9.15,5.56,4.4,4.95,2.71,3.55,38,5.01,11,7.43,3.17,2.29,13.08,30.56,5,1.22,11,2.15,1.42,1.58,2.08,0.548,1.43,31.4,71.5,15,96,0
INV000244,16.44,10.02,8.22,4.94,4.09,5.4,220,10.16,10,10.52,5.13,4.61,17.07,42.36,8,1.65,12,1.66,0.53,1.9,2.0,0.618,1.038,105.4,364.9,16,182,1
INV000245,26.62,16.28,9.77,6.61,4.72,6.55,306,8.79,10,10.75,7.83,4.58,17.07,43.91,10,0.98,13,2.6,0.78,2.23,2.72,0.33,0.641,202.9,851.8,15,140,1
INV000246,15.64,9.65,7.0,4.9,4.56,3.25,227,7.48,10,7.77,3.44,3.13,11.61,30.22,7,0.53,9,2.43,0.64,0.67,2.23,0.478,0.742,85.4,177.9,2,55,0
INV000247,16.9,10.23,7.95,6.99,3.49,5.47,205,10.33,11,10.72,3.33,4.81,17.38,42.71,8,1.35,9,1.66,1.16,1.48,2.13,0.611,1.028,104.8,367.5,10,149,1
INV000248,17.29,10.52,8.94,3.57,4.45,5.46,152,9.29,9,9.3,4.4,4.53,14.35,37.64,9,0.92,10,2.28,1.06,2.14,1.93,0.537,0.83,120.6,422.0,28,221,0
INV000249,6.95,4.76,4.06,4.52,2.19,2.49,140,10.73,11,7.61,2.31,4.32,15.91,35.88,6,0.88,9,1.73,1.12,1.39,1.71,1.544,2.289,22.0,35.1,7,139,0
INV000250,22.38,13.78,9.19,6.84,4.03,4.3,195,7.5,9,9.57,3.74,5.34,16.07,41.33,5,0.57,11,1.8,0.65,2.36,2.44,0.335,0.718,160.4,442.2,20,91,0
INV000251,15.63,9.55,7.1,6.09,4.26,5.44,210,8.87,13,14.1,3.34,4.95,10.62,28.34,8,0.56,6,2.9,1.04,1.02,2.2,0.567,0.679,86.6,301.8,3,10,0
INV000252,15.95,10.07,4.82,7.61,2.92,4.08,77,11.55,10,9.89,4.13,4.4,20.81,46.44,12,1.05,10,1.81,0.68,2.0,3.31,0.724,1.305,60.0,156.8,16,151,1
INV000253,18.15,11.42,8.08,3.77,3.74,5.63,134,4.99,10,6.27,2.54,2.87,8.78,25.64,3,0.86,9,1.9,0.97,1.08,2.25,0.275,0.484,114.4,412.8,4,89,0
INV000254,8.34,5.25,7.24,5.69,2.74,2.63,99,9.96,8,6.08,4.72,2.28,15.99,39.22,10,1.16,10,1.99,0.65,2.33,1.15,1.194,1.917,47.1,79.4,9,199,0
INV000255,11.84,7.08,9.48,8.25,3.42,7.12,203,9.74,8,8.33,4.13,6.43,14.3,38.08,7,0.74,12,1.22,1.03,1.81,1.25,0.823,1.208,87.5,399.6,16,109,0
INV000256,18.12,11.43,8.54,7.1,4.13,6.06,274,9.81,11,11.08,5.76,5.94,12.46,33.46,11,0.9,8,2.89,0.77,1.53,2.12,0.541,0.688,120.7,468.9,16,121,0
INV000257,14.56,8.89,8.31,2.85,2.75,5.3,156,9.39,10,8.01,5.11,5.12,13.76,35.83,7,0.79,7,1.62,0.97,1.47,1.75,0.645,0.945,94.4,320.6,14,71,0
INV000258,15.98,9.87,7.73,4.86,4.16,6.77,93,7.77,10,10.86,5.49,3.27,17.11,41.95,5,1.03,13,1.77,0.66,1.87,2.07,0.486,1.071,96.3,418.1,15,243,1
INV000259,18.27,11.24,7.88,4.45,3.12,5.13,259,5.67,11,10.08,4.62,4.21,10.03,27.94,4,1.35,7,1.96,1.14,1.34,2.32,0.31,0.549,112.3,369.3,14,92,0
INV000260,19.16,11.69,8.2,3.85,2.1,4.96,47,6.58,8,5.78,2.84,3.3,16.37,40.94,7,0.98,8,1.79,0.83,1.82,2.34,0.343,0.854,122.5,389.6,14,60,0
INV000261,16.78,10.89,5.89,5.88,3.68,3.57,72,7.97,9,6.79,1.51,4.61,9.61,25.11,2,0.26,8,1.51,1.01,1.38,2.85,0.475,0.573,77.1,176.4,7,75,0
INV000262,14.08,8.47,7.68,4.63,4.22,3.62,195,4.59,9,8.24,2.38,3.82,10.7,29.08,8,0.75,6,2.48,1.3,2.47,1.83,0.326,0.76,84.3,195.7,14,198,0
