id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP000122,10.72,5.86,3.16,2.8,1.67,3.54,4.79,9,4.24,9.67,5.68,4.69,2.24,1.68,1.47,0.78,8,33,1.0,9,3.39,0.447,0.902,26.4,60.0,11.69,26.54,marron
ESP000123,10.82,7.64,4.0,3.42,2.04,4.37,4.6,8,2.88,4.97,5.7,5.32,3.39,1.69,1.03,1.4,7,75,0.62,29,2.7,0.425,0.459,33.8,94.6,6.12,16.24,negro
ESP000124,9.24,5.94,3.75,2.77,2.15,1.25,4.09,8,4.07,8.12,3.77,4.71,2.17,2.35,1.2,1.45,10,39,0.93,55,2.46,0.443,0.879,27.0,21.7,10.2,24.15,negro
ESP000125,20.45,12.92,9.77,7.71,5.53,3.42,8.58,10,6.84,9.7,2.73,7.49,4.06,1.76,0.74,2.79,11,70,0.64,221,2.09,0.42,0.474,155.8,341.7,23.0,55.77,rojizo
ESP000126,23.54,14.89,10.09,8.13,5.67,7.99,11.81,11,2.8,15.01,5.83,2.97,4.65,2.08,0.82,3.05,12,63,0.66,301,2.33,0.502,0.638,185.3,948.9,22.73,55.55,rojizo
ESP000127,22.62,13.65,10.91,8.23,6.28,7.24,9.78,13,3.88,11.57,5.63,2.84,5.02,1.86,0.77,2.83,9,64,0.43,288,2.07,0.432,0.511,192.5,893.4,18.45,47.81,metalico
ESP000128,13.08,7.53,5.21,4.45,2.56,4.98,5.27,8,5.87,5.48,5.64,1.0,3.4,1.81,1.27,1.07,6,55,0.61,93,2.51,0.403,0.419,53.2,169.7,11.35,27.91,rojizo
ESP000129,19.61,13.03,8.66,6.99,4.63,7.13,10.81,11,4.83,11.42,3.04,3.98,3.62,1.71,0.72,2.57,16,60,0.51,233,2.26,0.551,0.582,132.5,605.4,19.47,47.6,rojizo
ESP000130,11.04,7.29,3.76,3.27,1.99,3.31,4.01,7,2.84,6.52,3.58,5.59,2.44,1.99,0.98,1.04,10,36,1.02,21,2.94,0.363,0.591,32.4,68.7,10.02,23.8,marron
ESP000131,11.97,7.78,4.84,4.14,2.29,3.6,7.27,9,6.18,5.99,1.29,1.0,1.73,1.52,0.84,0.9,7,58,0.46,68,2.47,0.607,0.5,45.2,104.3,7.08,19.0,metalico
ESP000132,10.29,5.64,3.65,2.57,1.94,4.65,4.01,9,4.6,5.92,5.17,5.88,3.21,0.78,0.87,0.6,8,55,0.92,15,2.82,0.39,0.575,29.3,87.3,7.2,18.05,metalico
ESP000133,18.57,11.27,10.42,8.59,6.08,6.61,10.67,10,8.89,13.55,2.22,4.0,3.49,2.01,0.99,2.68,14,49,0.57,230,1.78,0.575,0.73,150.9,639.5,14.18,38.78,marron
ESP000134,10.65,7.16,4.05,3.48,2.4,1.3,4.28,9,4.88,6.11,3.55,5.23,3.31,2.18,1.11,1.05,11,46,0.68,15,2.63,0.402,0.574,33.6,28.0,8.82,21.69,marron
ESP000135,13.88,8.74,5.38,4.41,3.22,3.21,6.46,11,5.76,5.68,4.59,1.0,3.49,1.58,0.98,1.12,4,74,0.54,87,2.58,0.465,0.409,58.2,119.9,8.24,21.86,negro
ESP000136,22.78,14.02,10.79,7.98,6.19,6.26,11.28,12,4.84,17.65,5.41,2.76,4.53,1.61,0.55,3.28,10,73,0.66,321,2.11,0.495,0.775,191.7,769.3,19.76,50.31,rojizo
ESP000137,12.15,7.63,5.11,4.0,2.92,5.07,3.13,10,4.93,8.04,3.74,1.61,3.55,1.69,1.0,1.59,5,78,0.1,53,2.38,0.258,0.662,48.4,157.4,10.22,25.55,metalico
ESP000138,22.88,14.18,10.65,8.68,6.04,10.4,11.49,12,3.68,15.31,5.58,3.66,2.91,2.16,1.43,2.3,8,88,0.3,319,2.15,0.502,0.669,190.1,1267.1,17.58,45.81,metalico
ESP000139,19.29,12.49,9.68,7.18,4.93,6.2,7.75,11,9.75,10.03,3.24,2.95,3.94,1.76,0.52,2.55,12,73,0.81,225,1.99,0.402,0.52,145.6,578.9,15.9,41.48,rojizo
ESP000140,22.73,14.17,11.34,9.45,6.09,6.4,12.17,12,5.04,13.83,5.64,4.53,4.59,1.11,1.03,2.15,11,44,0.22,321,2.0,0.535,0.608,201.1,824.8,19.41,50.16,metalico
ESP000141,21.61,13.63,11.59,9.76,6.45,6.28,12.8,11,3.38,13.2,6.84,4.94,5.1,1.54,0.9,2.88,10,89,0.94,326,1.86,0.592,0.611,195.4,786.4,15.89,43.37,metalico
ESP000142,19.82,11.88,10.29,8.39,5.61,7.51,9.22,11,3.46,13.83,2.24,4.29,3.34,1.48,0.29,3.01,12,41,0.75,252,1.93,0.465,0.698,159.1,765.8,19.27,48.83,metalico
ESP000143,19.88,13.09,9.78,8.08,5.26,5.8,7.64,12,8.05,11.95,3.01,4.75,2.6,1.79,0.2,2.85,11,68,0.87,238,2.03,0.384,0.601,151.7,563.8,20.6,50.98,marron
ESP000144,24.42,15.17,10.9,8.86,5.92,9.96,13.32,12,1.58,13.56,6.41,2.97,4.18,1.85,1.12,2.43,10,69,0.45,323,2.24,0.545,0.555,207.6,1325.6,20.51,51.92,marron
ESP000145,18.89,11.28,8.88,7.41,4.77,6.29,7.83,12,10.61,11.1,1.5,2.79,3.33,1.42,0.2,2.7,14,42,1.1,252,2.13,0.415,0.588,130.8,527.6,19.83,48.54,marron
ESP000146,12.3,7.08,4.62,3.3,2.33,3.9,5.18,8,3.99,7.37,3.63,1.0,3.77,2.27,0.7,1.23,5,47,0.34,74,2.66,0.421,0.599,44.3,110.8,9.7,24.02,metalico
ESP000147,14.92,9.03,5.38,4.35,3.06,4.98,5.75,8,5.39,4.63,4.54,1.0,3.72,1.83,0.95,0.76,5,75,0.79,69,2.77,0.385,0.31,62.6,199.9,13.71,32.8,negro
ESP000148,11.53,6.61,4.62,3.66,2.55,3.92,5.31,10,5.54,6.55,4.7,1.0,1.93,1.52,1.14,0.43,7,82,0.49,61,2.5,0.461,0.568,41.5,104.4,5.89,16.4,negro
ESP000149,12.3,6.72,5.65,4.38,3.29,2.7,7.24,9,6.51,7.56,2.94,2.21,1.74,1.51,1.1,0.2,5,84,0.31,59,2.18,0.589,0.615,54.2,93.8,5.03,15.71,negro
ESP000150,8.22,5.89,4.48,3.81,2.29,5.0,6.09,9,4.59,6.03,4.27,6.89,2.12,0.9,1.58,0.99,7,34,0.97,27,1.83,0.741,0.734,28.7,92.1,9.93,24.34,negro
ESP000151,23.13,14.23,11.1,9.0,6.02,9.4,11.64,11,4.79,13.05,7.19,4.58,3.06,2.17,0.59,2.82,9,68,0.33,338,2.08,0.503,0.564,200.3,1206.7,15.58,42.26,rojizo
ESP000152,11.19,6.91,4.15,2.79,2.3,3.08,2.62,9,4.9,10.62,2.72,3.66,1.83,1.93,0.89,0.95,10,70,1.27,11,2.7,0.234,0.949,36.2,71.5,8.07,20.29,rojizo
ESP000153,13.8,8.34,4.92,3.97,2.54,2.5,5.1,10,6.12,5.72,3.18,1.78,3.06,1.01,0.65,0.2,7,63,0.31,60,2.8,0.37,0.414,53.0,84.9,15.1,35.12,rojizo
ESP000154,8.85,5.72,4.33,3.63,2.17,3.54,3.88,8,5.46,9.44,5.13,5.54,1.74,1.47,1.14,1.2,12,53,1.06,34,2.04,0.438,1.067,29.9,67.8,11.56,27.45,negro
ESP000155,19.78,12.14,8.98,7.32,4.93,5.42,10.9,12,7.44,14.1,1.29,4.46,3.32,2.99,0.2,2.83,11,63,1.03,202,2.2,0.551,0.713,138.5,481.4,19.88,48.74,metalico
ESP000156,22.22,14.02,10.02,7.81,5.18,5.56,9.41,12,5.82,11.25,4.26,3.77,4.61,1.12,0.2,2.35,11,40,1.44,232,2.22,0.423,0.506,173.7,619.0,16.36,42.74,metalico
ESP000157,12.44,8.48,4.22,3.51,2.35,3.36,1.61,9,6.19,6.0,4.27,4.86,3.07,1.94,1.06,1.28,8,47,0.65,50,2.95,0.129,0.482,40.9,88.2,9.68,23.58,rojizo
ESP000158,14.36,8.36,5.01,4.31,2.83,4.27,4.06,8,6.19,5.67,3.75,1.2,2.78,1.72,1.09,1.59,4,58,0.12,32,2.87,0.283,0.395,56.1,153.6,8.54,22.09,negro
ESP000159,19.77,11.88,9.75,7.83,5.22,6.84,10.74,12,7.69,11.0,3.82,4.65,3.95,1.89,0.8,1.84,12,73,0.42,218,2.03,0.543,0.556,150.4,659.2,13.96,37.67,metalico
ESP000160,10.42,6.19,3.24,2.63,1.66,2.62,5.43,9,6.53,4.28,4.61,5.4,1.66,1.78,1.18,1.5,11,69,0.83,35,3.22,0.521,0.411,26.3,44.2,11.11,25.46,negro
ESP000161,20.45,12.57,10.36,8.14,5.6,7.22,7.78,12,6.62,10.25,1.28,3.17,2.44,1.66,0.31,2.21,9,30,0.68,235,1.97,0.38,0.501,165.3,764.8,20.94,52.24,rojizo
ESP000162,12.72,8.09,4.75,3.8,2.57,4.65,4.08,9,8.08,7.67,1.97,1.0,1.85,1.63,0.49,0.2,7,32,0.29,44,2.68,0.321,0.603,47.1,140.5,9.26,23.27,negro
ESP000163,24.28,15.15,11.88,9.95,6.39,6.78,7.2,12,3.96,13.39,5.06,3.65,4.91,2.46,1.0,2.08,11,56,0.38,323,2.04,0.297,0.551,225.0,977.8,15.77,43.42,marron
ESP000164,11.58,6.73,3.68,3.03,2.07,4.79,6.08,9,3.39,10.22,3.8,5.47,2.52,0.99,1.27,1.13,9,42,0.85,18,3.15,0.525,0.883,33.2,102.1,8.19,20.06,negro
ESP000165,10.23,6.87,3.59,3.28,2.18,3.38,4.95,8,5.11,7.89,3.65,4.61,2.24,1.52,0.76,2.52,11,49,0.92,14,2.85,0.484,0.771,28.6,62.1,7.46,18.51,marron
ESP000166,11.09,6.41,3.34,2.84,1.86,1.0,4.49,9,4.84,7.14,5.53,4.62,2.84,1.01,1.61,0.92,8,78,0.71,22,3.32,0.405,0.644,28.9,18.5,9.44,22.22,marron
ESP000167,12.47,7.74,5.33,4.24,3.2,3.45,4.74,10,2.91,4.01,2.49,1.0,3.25,1.37,0.89,1.46,7,60,0.65,34,2.34,0.38,0.322,51.8,114.7,14.64,34.61,negro
ESP000168,12.81,8.07,4.92,4.24,3.11,1.87,4.42,8,6.73,6.44,2.62,1.0,2.95,1.25,0.83,0.64,5,58,0.64,33,2.6,0.345,0.503,49.2,58.9,9.37,23.66,marron
ESP000169,12.52,7.94,4.94,3.9,2.67,1.48,4.46,10,5.04,8.83,3.51,1.0,3.65,1.54,0.84,1.27,6,60,0.24,60,2.53,0.356,0.705,48.2,45.8,10.1,25.14,negro
ESP000170,12.16,7.52,3.16,1.85,1.67,3.74,4.05,8,6.48,2.79,4.52,1.0,2.2,1.31,0.77,1.05,6,66,0.75,73,3.85,0.333,0.229,30.0,71.9,5.55,14.26,marron
ESP000171,11.1,7.2,4.36,3.86,2.58,2.63,3.92,10,5.24,6.82,4.56,1.0,2.24,1.77,1.01,1.06,7,69,0.12,35,2.55,0.353,0.614,37.7,63.6,4.7,13.76,marron
ESP000172,9.28,5.43,2.89,2.07,1.58,3.94,3.1,9,7.37,10.01,5.47,4.65,1.89,1.58,1.07,0.75,10,39,0.9,25,3.21,0.334,1.079,20.9,52.8,5.71,14.31,negro
ESP000173,18.52,12.07,9.83,7.78,5.62,7.51,11.98,13,5.33,11.6,5.04,4.49,2.9,1.53,0.7,3.36,10,70,0.13,226,1.88,0.647,0.626,142.0,683.6,20.75,51.33,metalico
ESP000174,9.53,6.0,4.21,3.39,2.26,1.5,3.38,10,3.13,5.98,3.79,5.54,4.08,1.56,1.1,0.89,8,35,0.96,16,2.26,0.355,0.627,31.3,30.1,11.62,27.45,negro
ESP000175,13.92,9.39,4.69,3.64,2.9,4.05,5.18,9,5.42,3.84,2.27,2.11,3.65,1.8,1.07,1.49,5,61,0.33,79,2.97,0.372,0.276,50.9,132.2,8.38,21.45,marron
ESP000176,23.88,14.9,11.07,9.05,5.66,3.86,10.56,14,1.0,13.17,5.6,3.43,3.25,2.88,0.75,3.69,13,68,1.01,295,2.16,0.442,0.552,206.2,510.2,15.24,41.55,metalico
ESP000177,13.83,8.75,4.53,3.3,2.55,2.95,3.86,8,8.38,6.95,4.01,1.0,3.54,1.56,1.41,0.4,9,87,0.63,69,3.05,0.279,0.503,48.9,92.4,7.83,20.19,negro
ESP000178,9.43,6.0,4.09,3.17,2.2,3.22,4.83,6,4.43,8.84,3.2,5.61,2.06,1.93,0.69,0.67,7,79,1.19,8,2.31,0.512,0.937,30.1,62.1,15.03,34.15,negro
ESP000179,10.14,6.5,4.87,3.94,2.92,3.46,4.44,9,4.6,5.63,5.93,4.22,3.8,1.71,1.33,0.32,7,34,0.97,41,2.08,0.438,0.555,38.5,85.4,10.25,25.37,negro
ESP000180,10.79,6.59,3.75,2.63,2.19,3.47,3.43,7,2.91,7.79,5.12,4.4,1.91,1.68,1.46,0.89,10,21,1.58,8,2.88,0.318,0.722,31.6,70.2,8.01,19.77,negro
ESP000181,12.71,8.15,5.4,4.71,2.62,1.99,5.68,8,5.56,5.33,2.79,1.0,1.78,1.36,0.93,0.84,6,70,0.38,62,2.35,0.447,0.419,53.5,68.3,8.3,22.0,marron
ESP000182,18.81,11.83,9.13,6.95,4.97,6.49,9.26,13,6.07,8.73,3.55,6.65,2.77,2.8,0.35,2.09,11,82,0.1,212,2.06,0.492,0.464,134.0,557.3,17.29,43.71,rojizo
ESP000183,11.78,7.82,4.95,3.8,2.66,5.28,6.44,8,5.51,6.93,2.22,1.0,2.53,1.48,1.39,0.96,8,71,0.59,63,2.38,0.547,0.588,45.5,153.9,10.78,26.51,metalico
ESP000184,22.65,14.12,11.4,9.27,6.61,7.45,10.11,12,4.75,12.4,8.57,3.29,5.22,1.43,0.75,2.98,10,66,1.15,353,1.99,0.446,0.547,201.4,961.8,17.98,47.36,marron
ESP000185,12.99,8.55,4.68,3.63,2.75,4.99,3.76,8,7.26,3.66,3.74,1.31,2.93,1.48,0.59,1.67,7,52,0.22,82,2.78,0.289,0.282,47.4,151.7,6.18,17.04,negro
ESP000186,13.3,8.45,4.63,3.94,3.0,3.44,6.92,8,4.91,4.21,3.49,1.0,2.68,2.73,1.39,0.89,5,66,0.76,57,2.87,0.52,0.317,48.0,105.9,7.57,19.77,negro
ESP000187,20.46,12.74,10.49,7.75,5.73,7.5,8.82,9,7.42,11.93,1.87,4.78,3.55,1.85,0.51,2.09,10,87,0.46,229,1.95,0.431,0.583,167.4,804.8,16.64,43.77,metalico
ESP000188,9.05,5.26,3.09,2.83,1.45,2.26,6.77,8,5.14,8.36,3.96,5.43,2.32,1.99,1.12,1.27,11,82,1.43,27,2.93,0.748,0.924,21.8,31.6,11.06,25.21,negro
ESP000189,21.39,13.89,9.24,7.83,5.13,7.82,9.8,11,5.14,14.5,1.8,4.26,3.4,1.99,0.2,2.45,14,50,0.4,245,2.31,0.458,0.678,154.2,772.8,18.46,46.16,metalico
ESP000190,9.99,5.5,4.19,3.53,2.01,1.41,5.42,9,5.51,6.33,6.79,4.08,4.16,2.27,1.01,1.01,7,55,1.0,5,2.38,0.543,0.634,32.6,29.5,5.93,16.05,negro
ESP000191,20.02,12.63,9.1,7.52,4.88,6.09,11.18,11,6.49,11.06,1.93,5.43,2.39,1.56,0.72,2.26,12,62,0.72,239,2.2,0.558,0.552,142.1,554.7,16.6,42.3,marron
ESP000192,7.93,5.25,4.54,3.9,2.45,3.9,6.35,8,4.3,4.26,6.15,7.03,2.01,2.69,1.02,0.2,10,60,1.02,5,1.75,0.801,0.537,28.1,70.2,9.9,24.34,negro
ESP000193,9.95,6.26,4.25,2.77,1.96,3.65,5.91,8,5.39,5.61,4.01,7.46,4.03,1.89,1.32,1.22,8,30,1.22,26,2.34,0.594,0.564,33.0,77.2,13.79,31.83,negro
ESP000194,22.45,13.75,11.22,9.34,6.11,6.09,10.13,13,2.52,15.38,6.11,3.57,4.61,1.34,0.97,2.19,10,54,0.1,324,2.0,0.451,0.685,196.5,767.0,19.49,50.2,marron
ESP000195,11.91,7.8,4.31,3.35,2.28,2.39,6.14,7,4.3,5.55,4.37,1.32,1.49,1.32,0.82,0.95,5,69,0.21,79,2.76,0.516,0.466,40.0,61.3,8.71,21.73,metalico
ESP000196,24.63,15.11,10.29,8.2,5.24,8.13,13.9,12,3.66,12.39,4.59,4.58,4.8,1.93,0.58,2.51,11,56,0.65,308,2.39,0.564,0.503,197.7,1030.2,21.16,52.61,negro
ESP000197,19.66,12.5,9.72,7.9,5.64,10.1,7.84,12,6.86,10.43,3.87,4.77,3.5,1.97,0.5,2.54,12,58,0.79,217,2.02,0.399,0.531,149.1,965.0,14.93,39.58,negro
ESP000198,12.32,7.42,4.88,4.08,2.89,3.45,3.97,8,1.77,10.77,3.73,1.0,2.87,1.95,0.95,0.72,6,56,0.49,76,2.52,0.322,0.874,46.9,103.7,4.05,12.98,negro
ESP000199,23.9,15.37,10.79,8.98,5.95,6.17,10.83,11,5.76,14.82,5.46,4.76,4.63,1.77,0.78,2.3,12,71,0.1,345,2.22,0.453,0.62,201.1,795.6,23.61,58.01,marron
ESP000200,23.59,14.18,11.48,9.07,6.1,7.31,13.01,11,3.16,14.94,6.35,3.92,4.46,1.48,0.81,2.74,10,70,1.15,332,2.05,0.552,0.633,211.2,989.8,13.56,38.6,metalico
ESP000201,12.53,7.97,5.42,4.28,2.83,1.0,5.44,9,5.52,8.42,3.2,1.0,2.21,1.25,0.97,2.33,7,43,0.35,73,2.31,0.434,0.672,53.0,34.0,8.16,21.74,metalico
ESP000202,12.64,7.61,5.82,4.79,3.08,3.44,6.53,8,7.2,12.47,1.88,1.0,4.82,2.16,0.99,0.81,7,55,0.22,72,2.17,0.517,0.987,57.4,126.5,9.87,25.56,negro
ESP000203,25.02,16.16,9.98,8.04,5.41,7.23,11.5,11,2.6,13.42,5.52,1.79,4.35,2.05,1.04,3.17,7,71,0.57,311,2.51,0.46,0.536,194.8,902.7,18.97,47.92,marron
ESP000204,23.79,14.28,11.18,8.96,5.92,9.05,11.29,12,2.06,12.04,5.25,4.68,5.6,1.19,1.28,2.57,10,60,0.86,326,2.13,0.475,0.506,207.5,1203.5,17.25,45.68,marron
ESP000205,9.7,6.19,3.43,2.72,2.43,4.79,4.66,8,4.32,2.93,5.92,5.9,2.5,2.05,0.88,0.62,8,51,1.66,15,2.83,0.48,0.302,26.0,79.7,8.83,21.09,negro
ESP000206,20.61,12.69,10.0,7.99,5.6,6.02,11.82,12,7.33,10.75,2.23,4.43,3.49,1.81,0.42,3.21,13,65,0.74,241,2.06,0.574,0.522,160.8,620.4,17.59,45.18,negro
ESP000207,22.19,13.67,10.18,8.23,5.5,6.54,12.36,13,6.77,10.25,3.37,4.02,3.23,1.64,0.52,2.0,9,49,0.53,233,2.18,0.557,0.462,176.2,738.7,16.31,42.8,metalico
ESP000208,11.32,7.2,3.64,3.11,2.08,2.03,3.05,8,4.71,4.61,5.92,5.21,1.75,1.93,0.94,1.88,9,63,1.14,5,3.11,0.269,0.407,32.1,41.8,5.32,14.28,negro
ESP000209,8.69,4.67,3.86,2.67,2.02,2.55,3.55,8,2.77,7.07,5.24,4.48,2.5,2.52,0.88,1.81,9,51,1.39,5,2.25,0.409,0.814,26.2,42.8,10.13,24.12,negro
ESP000210,22.18,13.4,9.96,8.19,5.38,5.01,9.16,13,9.08,15.32,1.0,4.32,4.41,2.05,0.37,2.91,13,60,0.14,267,2.23,0.413,0.691,172.3,553.4,15.1,40.16,marron
ESP000211,23.12,14.43,11.38,9.39,6.46,8.92,15.69,11,3.66,13.34,4.5,3.02,4.94,1.94,1.08,3.07,9,67,0.44,340,2.03,0.679,0.577,205.2,1173.5,20.46,52.3,negro
ESP000212,20.09,11.97,9.53,7.84,5.51,4.71,6.72,11,8.33,16.0,2.49,5.2,2.94,1.85,0.46,2.41,9,31,0.68,204,2.11,0.334,0.796,149.3,450.9,13.16,35.85,marron
ESP000213,20.87,13.45,9.79,7.6,5.47,6.43,10.21,11,8.31,12.81,1.83,6.3,3.24,1.68,0.21,2.26,12,39,0.19,244,2.13,0.489,0.614,159.4,656.9,19.27,48.33,metalico
ESP000214,13.76,8.91,3.65,2.37,1.7,3.98,5.31,9,6.24,8.93,4.36,1.0,3.56,1.92,1.06,0.2,5,42,0.58,51,3.77,0.386,0.649,39.2,99.9,11.96,27.57,negro
ESP000215,24.53,15.4,10.48,8.34,5.78,9.02,10.84,12,3.67,12.01,6.08,4.51,4.01,1.88,0.72,2.42,11,79,0.12,342,2.34,0.442,0.49,200.5,1159.4,17.46,45.4,metalico
ESP000216,20.22,12.36,9.24,7.61,5.32,7.88,9.43,11,7.43,13.21,4.49,3.58,4.93,2.48,0.24,2.71,12,60,0.55,264,2.19,0.466,0.653,145.7,736.1,17.4,44.04,metalico
ESP000217,9.2,5.81,4.09,3.19,1.89,3.11,5.48,9,5.75,5.54,4.05,5.72,1.82,1.45,1.12,1.03,11,58,0.75,47,2.25,0.596,0.602,29.3,58.5,12.89,29.87,metalico
ESP000218,25.08,15.89,10.96,8.45,5.99,8.61,12.26,14,4.14,12.61,5.85,4.8,3.2,0.77,0.8,2.71,9,71,0.68,287,2.29,0.489,0.503,214.4,1183.3,17.14,45.24,rojizo
ESP000219,24.12,15.15,11.1,9.23,6.07,7.13,8.92,13,2.28,12.6,6.39,4.31,4.44,2.09,1.63,3.03,11,60,0.47,314,2.17,0.37,0.522,208.8,954.5,14.21,39.52,marron
ESP000220,11.88,7.94,5.02,4.41,2.57,6.5,7.37,9,4.99,7.56,5.65,1.39,2.49,1.64,0.72,0.92,6,67,0.67,52,2.37,0.62,0.636,46.5,193.8,14.13,33.28,metalico
ESP000221,11.28,7.14,4.82,3.9,2.38,3.66,8.96,7,7.21,5.95,3.07,1.09,2.98,1.94,0.93,1.16,7,60,0.72,84,2.34,0.794,0.527,42.4,99.5,7.07,18.96,negro
ESP000222,11.15,6.98,3.39,2.59,1.87,3.78,6.78,10,5.41,7.9,5.66,4.92,2.07,2.11,1.11,1.91,6,30,0.85,20,3.29,0.608,0.709,29.5,71.4,8.6,20.59,negro
ESP000223,13.02,8.66,5.42,3.84,3.26,2.62,5.96,9,3.51,3.12,1.35,1.0,3.54,2.0,0.78,0.92,6,81,0.44,52,2.4,0.458,0.24,55.0,92.4,8.24,21.9,marron
ESP000224,21.23,13.23,10.34,8.63,5.87,7.49,8.62,12,8.05,11.15,2.18,5.58,3.68,2.27,0.99,2.15,11,46,0.87,211,2.05,0.406,0.525,171.2,822.1,13.0,36.34,metalico
ESP000225,13.55,8.7,5.23,4.32,3.12,1.71,6.55,7,4.6,3.82,2.0,1.0,3.41,1.45,0.69,0.83,6,45,0.31,43,2.59,0.483,0.282,55.3,60.6,11.78,28.79,marron
ESP000226,9.99,6.64,3.88,3.5,2.26,2.16,5.92,10,4.99,8.01,5.04,7.04,1.24,1.17,1.19,2.11,10,63,0.86,33,2.57,0.593,0.802,30.2,41.9,11.05,25.98,negro
ESP000227,23.4,14.58,10.57,8.22,5.65,9.31,9.92,11,3.85,9.24,6.9,3.92,4.94,1.02,1.05,2.82,8,59,0.1,330,2.21,0.424,0.395,192.9,1151.4,19.4,49.37,marron
ESP000228,21.77,13.55,9.58,7.69,4.96,5.04,8.37,10,5.28,12.44,2.61,4.42,2.57,2.29,1.16,2.28,11,58,1.23,226,2.27,0.384,0.571,162.7,525.6,11.53,32.64,negro
ESP000229,10.56,6.91,3.19,2.96,1.77,1.88,6.45,8,2.55,7.68,3.49,5.41,3.43,2.13,1.78,1.06,9,7,0.84,45,3.31,0.611,0.727,26.3,31.7,10.59,24.37,negro
ESP000230,12.03,7.09,5.13,3.88,2.72,4.63,4.49,11,5.54,4.89,3.82,1.0,3.46,1.44,1.01,1.37,6,82,0.58,63,2.35,0.373,0.406,48.1,142.9,10.85,26.83,negro
ESP000231,20.8,12.23,9.87,8.09,5.62,6.77,6.83,12,5.48,13.92,3.93,5.44,4.11,1.96,0.2,2.67,11,41,0.92,234,2.11,0.328,0.669,160.1,694.9,17.12,44.11,metalico
ESP000232,13.87,8.78,4.93,4.06,2.74,3.64,7.86,9,5.33,7.12,4.2,1.0,1.83,2.27,1.01,1.7,7,35,0.1,64,2.81,0.567,0.513,53.3,124.4,6.86,18.65,negro
ESP000233,13.52,8.71,4.79,3.13,2.44,3.34,7.22,8,4.1,5.73,3.94,1.61,2.76,1.53,0.56,1.02,4,56,0.45,78,2.82,0.534,0.424,50.5,108.2,8.19,21.17,negro
ESP000234,20.66,12.53,9.74,7.87,5.53,8.38,9.2,11,5.89,11.68,1.91,3.62,3.51,1.15,0.58,2.34,11,50,0.39,254,2.12,0.445,0.565,157.0,843.1,18.94,47.62,metalico
ESP000235,11.71,6.44,4.59,4.12,2.52,4.04,3.75,9,5.64,7.8,4.6,1.0,2.66,1.83,1.18,0.35,7,36,0.62,64,2.55,0.32,0.666,41.9,108.6,10.53,25.65,negro
ESP000236,11.79,7.1,3.4,2.63,1.97,4.2,5.82,7,3.28,7.9,4.36,4.57,2.08,1.55,1.12,0.2,9,65,0.97,17,3.47,0.494,0.67,31.3,84.2,8.02,19.44,negro
ESP000237,19.64,11.95,10.15,7.36,5.31,7.71,11.23,13,7.26,12.29,2.97,4.68,2.76,2.48,0.88,2.91,12,52,1.16,247,1.93,0.572,0.626,155.5,768.5,9.67,29.49,marron
ESP000238,20.79,13.12,9.71,7.84,5.43,7.33,13.42,11,4.92,9.43,2.1,4.45,3.31,2.38,0.66,2.18,12,36,0.33,243,2.14,0.646,0.454,157.5,739.9,16.84,43.39,metalico
ESP000239,12.55,7.59,5.09,3.78,3.02,3.24,6.95,8,5.96,8.05,2.75,1.25,3.3,1.95,0.97,0.84,6,62,0.1,44,2.47,0.554,0.641,49.8,103.5,8.8,22.69,negro
ESP000240,21.43,12.74,9.74,7.42,5.59,7.52,10.32,12,7.62,12.63,2.71,4.51,2.59,2.03,0.32,1.58,13,59,0.62,248,2.2,0.482,0.589,162.8,784.8,18.0,45.74,negro
ESP000241,23.92,14.15,11.38,8.99,6.44,3.9,12.17,12,1.0,17.12,7.77,3.99,5.33,2.59,1.28,3.25,9,80,0.37,339,2.1,0.509,0.716,212.3,530.8,16.19,43.76,metalico
ESP000242,24.7,15.48,11.06,8.7,6.18,7.19,10.84,11,3.39,12.96,5.67,4.3,3.62,1.44,0.5,2.18,11,71,0.1,334,2.23,0.439,0.525,213.1,982.1,19.12,49.3,marron
ESP000243,10.35,6.04,4.18,3.27,2.3,4.45,4.61,8,4.79,8.92,5.32,5.01,3.86,0.93,1.44,0.48,8,54,1.35,54,2.48,0.445,0.862,33.7,96.3,6.85,17.88,marron
ESP000244,23.64,14.27,10.45,8.53,5.44,7.37,12.84,9,2.8,14.05,4.01,3.5,4.63,1.71,0.91,3.29,10,54,0.32,330,2.26,0.543,0.594,192.7,910.3,15.08,40.61,negro
ESP000245,13.47,8.2,5.05,4.66,2.13,3.22,5.19,9,5.25,7.9,2.2,1.0,3.1,1.6,0.93,1.66,5,76,0.54,49,2.67,0.385,0.586,53.1,109.5,10.48,26.01,marron
ESP000246,23.36,14.47,11.2,9.35,6.2,6.83,12.48,13,5.41,11.3,8.05,4.29,4.0,1.85,0.87,1.79,9,79,0.1,334,2.09,0.534,0.484,204.1,893.5,17.34,45.88,metalico
