id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE000151,51,3214,907,2217,26,92,2.9,2.2,0.1,11.8,1,0,1,21,657,450,6615,2,62426,0,8.8,100,negocio,temporal,alquiler,medio,publico,no,0
PRE000152,69,1926,1775,22741,78,315,16.3,8.5,3.1,11.6,0,1,0,17,734,440,1136,8,104130,0,11.1,1549,coche,fijo,alquiler,medio,industria,no,0
PRE000153,33,3161,1267,13649,39,378,12.0,8.5,11.9,0.0,1,3,0,0,677,823,7280,5,75527,0,7.8,1173,vivienda,fijo,propiedad,medio,servicios,no,0
PRE000154,39,2340,1715,22616,17,1437,61.4,35.4,8.7,9.6,1,2,1,31,692,564,2406,3,27712,1,6.4,956,negocio,funcionario,hipoteca,medio,agrario,no,0
PRE000155,38,3989,1905,1000,54,20,0.5,0.3,6.0,3.2,1,0,1,0,592,695,8096,5,0,0,8.7,611,consumo,funcionario,alquiler,basico,publico,no,0
PRE000156,28,3346,310,3864,80,52,1.6,1.4,15.3,5.7,1,1,0,3,735,762,3897,2,0,0,11.6,976,negocio,temporal,hipoteca,superior,agrario,no,0
PRE000157,48,2828,782,39406,41,1038,36.7,28.7,2.6,14.2,2,2,1,34,619,815,2714,6,26849,0,12.8,134,consumo,fijo,propiedad,medio,construccion,no,0
PRE000158,22,1370,1178,12091,84,155,11.3,6.1,8.5,0.0,2,0,0,42,722,657,418,4,16872,2,12.9,347,negocio,autonomo,alquiler,medio,publico,no,0
PRE000159,35,1984,0,18238,22,895,45.1,45.1,3.6,10.3,2,2,1,34,717,522,-2000,7,92867,2,12.0,890,vivienda,temporal,alquiler,basico,servicios,no,0
PRE000160,68,2796,0,2458,36,74,2.6,2.6,16.5,4.0,2,0,0,2,647,569,910,5,188017,2,8.1,1465,consumo,fijo,alquiler,basico,publico,si,0
PRE000161,55,3157,985,3580,20,193,6.1,4.7,13.1,9.8,1,1,1,0,671,584,-2000,0,46563,1,4.6,620,consumo,autonomo,propiedad,medio,industria,no,0
PRE000162,50,2091,2434,1000,23,47,2.2,1.0,11.5,3.1,2,0,1,0,624,659,7270,2,55415,2,5.4,1104,coche,fijo,alquiler,medio,publico,no,0
PRE000163,56,2865,854,15426,54,309,10.8,8.3,4.0,7.9,3,0,0,38,707,512,8951,0,0,2,4.2,677,negocio,autonomo,alquiler,medio,servicios,no,1
PRE000164,47,2329,264,13236,25,572,24.5,22.1,7.4,11.3,0,1,0,10,600,537,6525,3,0,0,10.6,304,estudios,temporal,hipoteca,medio,servicios,no,0
PRE000165,38,700,0,14214,37,415,59.2,59.2,3.9,0.0,0,1,1,0,636,601,6497,4,245192,3,9.2,1490,vivienda,temporal,propiedad,basico,servicios,no,0
PRE000166,42,3252,732,1211,70,19,0.6,0.5,12.8,21.0,3,0,1,0,726,696,9244,5,20661,2,12.3,644,vivienda,fijo,hipoteca,basico,servicios,no,0
PRE000167,29,2152,0,6174,52,128,5.9,5.9,2.7,4.2,2,4,0,0,753,758,5443,5,174201,0,9.8,1320,negocio,fijo,alquiler,superior,construccion,no,0
PRE000168,19,3047,334,1000,33,33,1.1,1.0,1.1,3.3,3,2,1,0,674,756,-2000,5,160729,3,5.3,882,vivienda,temporal,alquiler,medio,publico,no,0
PRE000169,46,2591,1577,12156,35,375,14.5,9.0,10.8,16.2,0,2,1,11,639,569,-2000,0,33382,1,6.8,775,coche,temporal,alquiler,medio,construccion,no,0
PRE000170,31,2392,1904,16726,89,203,8.5,4.7,1.5,3.4,0,1,1,0,657,695,9690,8,54860,2,7.1,100,vivienda,fijo,alquiler,medio,servicios,no,0
PRE000171,47,3589,2339,9484,43,238,6.6,4.0,2.6,4.1,1,0,0,0,654,539,1212,2,96150,4,9.1,315,consumo,funcionario,alquiler,superior,industria,no,0
PRE000172,56,4217,0,19244,34,611,14.5,14.5,0.2,8.5,0,1,0,11,769,639,-2000,2,0,4,7.2,1226,negocio,fijo,propiedad,medio,construccion,no,0
PRE000173,44,801,1842,5768,45,138,17.2,5.2,9.2,0.0,3,1,1,32,446,586,1707,5,90639,3,8.0,768,estudios,fijo,propiedad,superior,servicios,no,1
PRE000174,46,700,234,4026,41,106,15.1,11.3,2.8,1.6,2,1,0,0,704,533,-2000,8,100727,2,12.3,887,consumo,autonomo,propiedad,medio,servicios,si,0
PRE000175,33,1815,0,11312,37,330,18.2,18.2,9.1,12.0,3,2,0,0,594,586,3755,6,125828,1,7.5,187,consumo,temporal,hipoteca,basico,servicios,no,0
PRE000176,34,1913,192,6054,21,311,16.2,14.8,10.4,10.9,1,1,0,0,753,825,2305,5,107203,5,7.7,1093,consumo,autonomo,alquiler,superior,servicios,si,0
PRE000177,38,2776,0,41973,40,1133,40.8,40.8,1.0,0.0,1,0,1,22,680,443,6816,1,0,2,6.0,425,consumo,autonomo,propiedad,superior,publico,si,0
PRE000178,36,1261,1621,16120,14,1244,98.6,43.1,10.1,16.9,0,2,0,0,655,596,1681,1,36926,0,4.0,516,vivienda,autonomo,alquiler,superior,publico,no,1
PRE000179,48,700,1274,11792,31,411,58.6,20.8,8.3,1.2,2,1,0,6,669,574,-2000,1,0,1,5.6,1268,vivienda,fijo,propiedad,medio,servicios,no,0
PRE000180,32,2000,1723,15464,45,371,18.5,10.0,6.8,2.2,2,2,0,0,577,684,3895,3,106350,0,8.7,1440,consumo,autonomo,alquiler,medio,servicios,no,0
PRE000181,57,2153,0,5363,57,102,4.7,4.7,2.2,14.1,1,0,0,10,812,698,5020,0,123970,1,7.5,1240,coche,autonomo,hipoteca,basico,construccion,no,0
PRE000182,39,1920,0,33249,39,921,47.9,47.9,10.9,9.6,1,3,0,19,652,625,-527,4,91172,0,9.7,460,consumo,fijo,alquiler,basico,industria,no,0
PRE000183,47,2233,517,19912,79,272,12.2,9.9,4.0,0.0,0,1,1,55,520,791,5724,3,130266,2,10.1,395,coche,fijo,hipoteca,superior,construccion,no,0
PRE000184,52,700,0,19198,38,546,77.9,77.9,15.3,12.9,1,3,0,51,671,494,-781,3,208923,2,10.7,626,vivienda,temporal,hipoteca,medio,servicios,no,1
PRE000185,41,1189,1901,19420,29,723,60.8,23.4,5.2,13.1,1,0,0,32,670,668,1779,0,43767,0,12.9,1058,coche,fijo,hipoteca,superior,agrario,no,0
PRE000186,51,1360,79,6399,38,182,13.4,12.6,9.7,5.7,1,0,0,64,670,598,2188,3,82345,2,9.3,608,negocio,funcionario,alquiler,medio,industria,no,1
PRE000187,34,2397,0,1000,66,16,0.7,0.7,0.0,15.3,2,2,0,0,721,568,7074,3,6919,1,6.8,670,coche,temporal,propiedad,superior,publico,si,0
PRE000188,55,1529,731,1280,38,36,2.4,1.6,9.2,4.5,1,0,1,1,527,658,-2000,2,112134,2,11.4,436,consumo,autonomo,propiedad,basico,construccion,no,0
PRE000189,58,3166,1158,6928,60,125,3.9,2.9,1.5,7.6,2,2,2,46,568,814,3563,1,61335,2,5.6,910,estudios,temporal,hipoteca,medio,servicios,no,1
PRE000190,52,3561,439,13431,68,213,6.0,5.3,0.0,7.6,2,2,0,15,722,550,266,3,80914,0,3.1,789,negocio,fijo,propiedad,superior,publico,no,0
PRE000191,39,1556,521,13231,65,220,14.1,10.6,10.3,11.8,2,0,0,21,508,596,4134,6,22602,1,7.5,1202,coche,temporal,alquiler,medio,industria,no,0
PRE000192,61,1906,1428,1000,87,12,0.6,0.4,13.6,0.0,0,0,2,15,614,543,1608,3,0,0,8.3,1338,vivienda,fijo,alquiler,medio,publico,no,0
PRE000193,31,1486,2842,23682,86,297,20.0,6.9,6.2,0.0,0,1,1,0,676,577,3348,2,54,4,6.2,100,consumo,fijo,hipoteca,medio,servicios,no,0
PRE000194,45,3808,0,20017,42,515,13.5,13.5,0.0,10.3,0,0,2,14,655,815,7664,4,30161,2,11.5,1272,vivienda,temporal,hipoteca,superior,industria,si,0
PRE000195,46,3770,1419,7280,42,187,5.0,3.6,3.8,15.4,0,0,1,0,721,612,8981,1,95052,2,9.3,428,vivienda,temporal,alquiler,basico,servicios,no,0
PRE000196,58,2318,792,6194,76,88,3.8,2.8,0.0,5.8,0,0,1,0,579,724,-1795,2,26673,0,8.1,878,consumo,autonomo,hipoteca,basico,servicios,no,0
PRE000197,34,3332,2902,15063,57,285,8.6,4.6,12.8,9.9,2,1,1,12,645,634,3354,1,0,3,9.3,821,coche,autonomo,hipoteca,superior,servicios,no,1
PRE000198,40,3012,626,14511,72,218,7.2,6.0,11.5,2.5,2,0,1,0,589,614,-291,4,60310,3,2.3,1736,consumo,autonomo,hipoteca,medio,servicios,no,0
PRE000199,37,2470,667,5814,27,233,9.4,7.4,7.3,1.0,1,2,1,65,437,486,-2000,0,0,2,5.9,804,negocio,fijo,alquiler,medio,servicios,si,1
PRE000200,23,2472,1145,1387,18,83,3.4,2.3,0.0,13.5,3,1,1,15,707,659,3212,4,0,3,4.6,1184,coche,fijo,propiedad,basico,servicios,si,0
PRE000201,25,2194,567,25792,41,679,30.9,24.6,9.2,5.1,1,2,0,16,423,662,1966,4,0,2,6.6,748,estudios,funcionario,alquiler,superior,publico,no,1
PRE000202,52,1216,124,16261,45,390,32.0,29.1,0.0,2.7,2,0,2,0,564,792,3978,3,78892,1,4.8,935,coche,fijo,hipoteca,medio,agrario,no,1
PRE000203,46,700,1741,2004,29,75,10.7,3.1,12.5,2.8,0,1,0,0,669,757,5776,3,94590,0,7.8,590,consumo,temporal,alquiler,medio,industria,no,0
PRE000204,39,2349,361,14571,67,235,10.0,8.7,0.6,5.9,0,2,2,47,589,493,13257,3,158937,1,7.9,1114,consumo,temporal,hipoteca,medio,servicios,no,1
PRE000205,51,2814,255,21569,35,666,23.7,21.7,8.9,5.9,1,2,0,0,751,807,1071,0,86175,4,6.5,1143,consumo,temporal,alquiler,medio,agrario,no,0
PRE000206,45,1473,321,16583,31,578,39.2,32.2,8.7,22.2,3,2,1,14,561,453,3168,1,152049,0,5.2,971,coche,fijo,alquiler,medio,servicios,no,0
PRE000207,32,3012,0,22904,61,406,13.5,13.5,5.7,2.2,0,1,1,42,684,606,2345,3,27841,4,15.9,932,consumo,fijo,alquiler,basico,servicios,no,1
PRE000208,29,2493,1327,21734,44,533,21.4,13.9,7.7,0.0,1,1,1,31,614,876,6163,2,38578,3,7.7,1064,vivienda,autonomo,alquiler,medio,servicios,si,0
PRE000209,47,700,1947,14538,41,383,54.6,14.5,7.0,8.1,1,1,1,0,501,512,9650,2,54320,0,6.0,1351,coche,temporal,hipoteca,basico,agrario,no,1
PRE000210,24,1570,642,1000,48,22,1.4,1.0,1.9,9.6,3,0,1,2,715,471,-131,0,94377,1,12.5,586,consumo,fijo,hipoteca,basico,publico,no,0
PRE000211,48,1030,0,1000,31,35,3.4,3.4,18.1,2.9,2,3,0,36,662,649,-2000,3,141824,0,4.4,384,vivienda,temporal,alquiler,superior,servicios,no,0
PRE000212,46,3223,417,2729,74,40,1.2,1.1,0.0,6.4,2,1,0,0,554,605,3436,3,70957,1,12.5,513,negocio,temporal,alquiler,medio,industria,no,0
PRE000213,64,2450,1408,1000,47,23,0.9,0.6,7.8,16.8,1,0,1,51,707,514,5444,5,0,2,10.5,1476,negocio,temporal,hipoteca,superior,publico,si,0
PRE000214,64,2956,718,14145,72,212,7.2,5.8,2.7,12.6,1,2,0,0,744,772,5053,3,126944,1,10.2,1071,consumo,temporal,hipoteca,basico,servicios,no,1
PRE000215,39,2348,1038,19963,37,583,24.8,17.2,3.4,0.0,0,1,0,0,547,593,2372,2,0,2,9.8,463,estudios,temporal,alquiler,superior,agrario,si,0
PRE000216,44,1738,624,21954,32,741,42.6,31.4,2.3,0.0,0,0,0,0,597,571,7143,1,13714,2,4.1,1462,coche,funcionario,alquiler,superior,construccion,no,1
PRE000217,64,2327,2300,19999,39,554,23.8,12.0,1.9,13.0,0,0,0,0,681,644,5338,1,73070,6,7.3,1067,consumo,temporal,hipoteca,superior,servicios,no,0
PRE000218,44,1472,977,19136,47,440,29.9,18.0,11.2,7.7,3,1,0,8,786,660,-2000,4,63712,0,7.0,1188,coche,temporal,hipoteca,medio,servicios,no,0
PRE000219,22,2421,968,16026,59,293,12.1,8.6,2.3,12.1,3,3,0,18,783,796,1740,0,32629,1,8.0,1269,vivienda,funcionario,propiedad,basico,servicios,no,0
PRE000220,26,2095,1047,15807,63,271,12.9,8.6,3.3,11.9,3,1,1,5,706,781,2430,2,0,3,9.7,1133,coche,autonomo,hipoteca,medio,industria,no,0
PRE000221,42,1384,2972,10870,68,173,12.5,4.0,14.7,12.8,0,1,1,7,600,470,4055,6,81940,3,8.1,1207,coche,temporal,propiedad,basico,servicios,no,1
PRE000222,27,3684,0,16927,52,352,9.6,9.6,10.2,6.0,4,1,1,0,576,467,6433,0,25777,2,10.0,1063,consumo,autonomo,hipoteca,superior,agrario,si,0
PRE000223,30,2283,1419,3525,77,49,2.1,1.3,0.4,9.8,1,1,1,0,680,387,2419,3,0,0,6.4,500,estudios,autonomo,alquiler,medio,publico,no,0
PRE000224,38,1588,1510,1000,52,21,1.3,0.7,6.6,11.0,2,0,0,0,638,721,-2000,4,115575,1,6.0,544,vivienda,autonomo,alquiler,basico,construccion,no,0
PRE000225,35,2587,2350,15016,44,369,14.3,7.5,4.5,5.9,0,1,0,0,669,583,605,5,0,1,8.7,866,consumo,fijo,alquiler,medio,servicios,no,0
PRE000226,47,1757,0,6543,68,104,5.9,5.9,9.4,7.8,0,2,0,0,622,648,6151,1,0,4,7.8,1336,consumo,fijo,hipoteca,basico,servicios,si,0
PRE000227,58,2104,0,3993,60,72,3.4,3.4,9.5,1.6,1,0,0,25,679,670,4957,5,0,1,6.3,249,negocio,fijo,alquiler,medio,servicios,si,0
PRE000228,36,2276,2084,11588,69,181,7.9,4.2,1.8,10.7,0,2,2,0,373,584,2270,4,33115,0,10.0,1260,vivienda,fijo,alquiler,medio,servicios,no,1
PRE000229,43,983,1572,3733,23,175,17.8,6.8,7.1,0.0,3,1,0,29,628,603,-1041,6,103750,3,5.8,1259,negocio,temporal,hipoteca,basico,industria,si,0
PRE000230,27,2659,235,2835,70,44,1.7,1.5,1.8,4.1,0,2,0,37,662,843,4683,2,56367,1,6.0,299,negocio,autonomo,hipoteca,medio,industria,no,0
PRE000231,45,2209,666,12148,45,292,13.2,10.2,9.6,8.4,0,1,0,7,591,690,12106,5,85029,1,6.6,1694,consumo,fijo,propiedad,basico,servicios,no,0
PRE000232,22,2664,160,17394,69,272,10.2,9.6,1.0,5.3,1,1,0,0,556,641,969,6,121945,3,2.7,1245,vivienda,temporal,propiedad,medio,publico,no,0
PRE000233,44,1077,1099,7115,55,140,13.0,6.4,4.5,4.9,0,0,1,0,564,661,4269,1,0,3,11.4,696,consumo,temporal,propiedad,medio,construccion,no,0
PRE000234,54,2030,320,12027,30,433,21.3,18.4,7.6,0.0,1,1,0,2,836,461,-2000,6,107344,1,5.0,779,negocio,autonomo,alquiler,medio,servicios,no,0
PRE000235,40,2348,750,16510,30,594,25.3,19.2,7.8,0.0,3,0,0,7,772,583,1189,0,91141,0,7.9,1362,negocio,fijo,hipoteca,medio,servicios,no,0
PRE000236,35,1728,2041,22926,16,1548,89.5,41.1,0.0,6.0,0,1,1,4,568,739,2552,5,122249,0,8.0,1213,vivienda,temporal,alquiler,medio,construccion,no,1
PRE000237,43,2651,921,15392,77,216,8.1,6.0,0.5,11.5,2,0,1,29,749,651,1201,0,0,0,10.4,434,negocio,temporal,hipoteca,basico,publico,no,0
PRE000238,41,3563,1562,11190,34,355,10.0,6.9,3.2,8.1,3,2,0,38,702,624,11421,5,197182,2,10.2,1218,consumo,funcionario,propiedad,basico,servicios,no,0
PRE000239,27,1424,360,1000,74,15,1.1,0.8,0.0,1.3,3,3,0,0,637,596,5982,4,81117,1,10.8,829,consumo,fijo,hipoteca,medio,construccion,no,0
PRE000240,40,3870,1314,14536,45,349,9.0,6.7,12.2,2.4,2,0,0,35,534,648,4971,4,185450,2,6.5,980,coche,fijo,propiedad,basico,agrario,no,0
PRE000241,67,1749,1733,13499,28,521,29.8,15.0,9.2,5.6,3,0,0,28,670,676,2784,4,0,0,10.6,1552,negocio,temporal,hipoteca,medio,construccion,si,1
PRE000242,56,1385,41,6898,64,116,8.4,8.1,10.3,0.0,1,2,1,0,620,576,7178,0,121293,0,9.6,1074,consumo,temporal,alquiler,superior,publico,no,1
PRE000243,49,3483,1119,9433,34,300,8.6,6.5,11.5,15.3,0,1,2,4,540,659,5676,4,137231,2,11.2,1013,coche,temporal,hipoteca,superior,servicios,si,0
PRE000244,39,2920,1346,21412,40,578,19.8,13.5,4.6,9.8,4,2,0,0,670,745,7926,2,164686,3,10.3,100,coche,temporal,alquiler,superior,industria,no,0
PRE000245,49,2467,397,18342,48,413,16.7,14.4,15.0,8.6,0,0,0,0,522,674,5446,0,0,1,6.8,1546,coche,funcionario,alquiler,medio,agrario,si,0
PRE000246,27,3243,1847,1000,44,25,0.8,0.5,1.5,8.4,0,2,2,0,620,708,4733,2,195933,0,7.4,917,vivienda,temporal,alquiler,basico,publico,no,0
PRE000247,67,2377,2117,11824,39,327,13.8,7.3,0.7,15.0,1,3,0,10,796,758,1951,2,77843,1,3.7,197,vivienda,autonomo,alquiler,medio,servicios,no,0
PRE000248,58,3473,725,14685,60,264,7.6,6.3,9.6,0.0,3,3,1,28,536,599,7071,6,42097,1,9.3,708,vivienda,temporal,propiedad,superior,publico,si,1
PRE000249,40,2969,1281,12275,44,301,10.1,7.1,10.6,0.0,1,0,0,11,508,718,8351,2,43843,3,2.0,842,negocio,autonomo,propiedad,medio,construccion,no,1
PRE000250,47,2219,0,6592,49,145,6.5,6.5,5.9,6.4,1,2,0,29,673,533,4350,4,121986,3,7.8,899,estudios,fijo,alquiler,superior,servicios,no,0
PRE000251,31,2045,1142,14662,48,330,16.1,10.4,11.7,10.4,3,0,1,34,467,592,-381,0,122889,2,9.1,819,negocio,fijo,alquiler,medio,industria,no,0
PRE000252,26,2548,572,33850,74,494,19.4,15.8,0.0,6.5,0,2,0,35,780,615,1676,3,121476,2,9.1,409,consumo,temporal,hipoteca,medio,servicios,no,0
PRE000253,36,1324,893,12587,63,216,16.3,9.7,12.6,0.0,1,2,0,19,731,836,1516,2,0,0,7.3,1351,coche,funcionario,hipoteca,basico,servicios,no,0
PRE000254,49,2434,0,4304,25,186,7.6,7.6,2.3,0.0,1,1,0,0,541,755,-1356,6,12139,2,6.5,791,coche,fijo,alquiler,basico,industria,no,0
PRE000255,47,2329,318,10827,43,272,11.7,10.3,9.6,0.0,1,1,0,13,475,491,4674,1,175057,3,8.6,269,negocio,temporal,propiedad,medio,industria,no,0
PRE000256,43,3041,19,8591,54,172,5.7,5.6,0.0,14.8,1,3,1,25,646,644,2373,5,147250,1,4.5,1116,estudios,funcionario,hipoteca,medio,publico,no,0
PRE000257,34,3235,2314,16151,54,323,10.0,5.8,6.5,0.4,3,0,0,13,563,650,1522,4,36313,1,6.7,1070,vivienda,fijo,alquiler,superior,publico,no,0
PRE000258,53,2758,0,13358,54,267,9.7,9.7,8.5,9.3,1,1,0,34,650,611,6294,6,54919,0,6.2,554,consumo,fijo,propiedad,superior,servicios,no,0
PRE000259,73,1447,2243,1000,72,15,1.0,0.4,14.4,2.9,1,1,0,0,662,629,3869,7,141247,4,11.4,528,vivienda,temporal,hipoteca,basico,industria,no,0
PRE000260,40,2429,1264,15877,56,306,12.6,8.3,12.3,11.2,1,1,0,33,506,631,683,3,73348,1,10.3,1002,vivienda,fijo,alquiler,basico,construccion,no,1
PRE000261,42,1832,1394,24753,51,524,28.6,16.2,5.1,0.0,2,1,0,26,496,658,-1370,2,32343,0,11.5,1245,negocio,fijo,hipoteca,medio,publico,no,1
PRE000262,38,3421,762,26688,60,480,14.0,11.5,1.2,14.5,0,2,0,3,580,737,1485,3,753,0,8.6,967,vivienda,temporal,alquiler,medio,agrario,no,0
PRE000263,42,2129,2136,15654,57,297,13.9,7.0,6.4,4.4,3,0,0,28,749,405,280,2,0,2,9.6,327,coche,fijo,alquiler,basico,industria,no,0
PRE000264,23,2334,0,1000,67,16,0.7,0.7,6.8,9.5,1,2,1,0,597,686,-1849,0,159986,4,10.5,598,negocio,fijo,propiedad,superior,agrario,no,0
PRE000265,52,2198,0,8365,41,220,10.0,10.0,7.6,9.8,3,2,0,9,523,476,2788,4,0,2,8.6,658,coche,fijo,propiedad,basico,construccion,si,0
PRE000266,30,1065,80,12795,45,307,28.8,26.8,9.5,15.6,1,0,0,25,773,588,3279,0,12619,2,5.7,328,negocio,temporal,propiedad,medio,servicios,no,0
PRE000267,25,739,1478,2262,74,33,4.5,1.5,9.5,5.6,3,0,0,49,675,750,5367,4,0,0,8.8,925,estudios,fijo,alquiler,superior,agrario,no,0
PRE000268,44,2268,513,15416,43,387,17.1,13.9,0.0,0.0,0,0,0,12,705,580,3640,5,0,0,4.1,1195,coche,temporal,propiedad,basico,servicios,no,1
PRE000269,58,4310,548,12726,33,416,9.6,8.6,9.7,9.3,5,1,1,7,589,482,4706,5,6971,1,9.0,1087,negocio,fijo,propiedad,medio,servicios,no,0
PRE000270,44,752,0,9129,53,186,24.7,24.7,14.7,11.4,0,1,0,0,506,846,-1186,2,66821,2,7.8,614,negocio,temporal,alquiler,medio,servicios,no,1
PRE000271,19,1069,1637,10722,70,165,15.4,6.1,7.3,16.9,2,0,2,0,810,534,6538,3,67716,2,12.8,276,coche,autonomo,alquiler,medio,servicios,no,0
PRE000272,48,4507,2163,10210,40,276,6.1,4.1,11.3,8.6,1,1,0,0,675,550,1458,2,9920,4,9.3,608,negocio,fijo,alquiler,superior,servicios,no,0
PRE000273,54,2308,0,16100,27,644,27.9,27.9,10.5,6.1,1,0,0,0,727,648,3582,1,107864,1,8.1,100,negocio,fijo,hipoteca,superior,industria,no,0
PRE000274,36,3046,0,24358,63,418,13.7,13.7,17.6,9.6,1,1,1,43,392,728,10252,0,0,0,5.4,359,negocio,temporal,hipoteca,basico,servicios,no,1
PRE000275,57,1889,130,9856,59,180,9.5,8.9,6.8,6.9,4,0,0,0,671,634,2119,2,111182,2,10.7,1505,vivienda,temporal,propiedad,medio,servicios,no,0
PRE000276,45,700,0,1000,43,25,3.6,3.6,0.3,5.7,2,0,1,2,662,455,4961,2,41886,1,8.2,1756,vivienda,fijo,hipoteca,medio,industria,no,0
PRE000277,55,2325,946,7170,63,123,5.3,3.8,7.3,5.8,1,1,0,11,607,711,4410,4,124114,3,7.5,1125,coche,temporal,hipoteca,medio,servicios,no,0
PRE000278,57,1163,2561,7238,66,118,10.1,3.2,4.4,8.5,2,2,0,0,677,559,1923,0,127775,0,10.6,958,coche,autonomo,propiedad,medio,industria,no,0
PRE000279,38,1370,1954,2699,33,88,6.4,2.6,14.7,7.4,2,0,1,0,619,582,2983,1,78449,0,9.7,942,coche,temporal,alquiler,basico,servicios,no,0
PRE000280,41,1904,2659,13199,62,230,12.1,5.0,1.3,11.5,1,1,0,15,825,626,7573,4,72309,1,4.9,1733,coche,fijo,propiedad,medio,publico,no,0
PRE000281,46,3395,644,1000,44,25,0.7,0.6,0.0,12.5,1,1,0,23,745,573,3738,7,85810,3,12.1,934,coche,temporal,alquiler,basico,servicios,no,0
PRE000282,49,2216,1550,12037,40,325,14.7,8.6,7.8,0.0,2,2,1,13,735,332,10497,3,0,2,3.6,1134,vivienda,fijo,hipoteca,medio,industria,no,0
PRE000283,32,2603,133,20803,27,832,32.0,30.4,0.0,7.8,0,0,2,6,717,726,1731,0,74697,3,3.8,1601,coche,fijo,alquiler,basico,industria,no,0
PRE000284,37,1360,779,4527,31,158,11.6,7.4,7.4,4.3,0,0,0,11,583,723,-2000,4,39873,4,8.8,523,vivienda,autonomo,propiedad,medio,servicios,no,0
PRE000285,50,3137,0,26615,47,612,19.5,19.5,14.8,5.8,1,1,0,28,790,683,4369,1,8459,1,6.2,726,estudios,temporal,propiedad,superior,publico,no,0
PRE000286,55,2197,1049,22135,64,374,17.0,11.5,0.0,10.2,5,0,1,0,582,504,6552,3,100647,1,7.4,690,estudios,funcionario,alquiler,superior,servicios,si,0
PRE000287,20,1985,2398,4237,90,51,2.6,1.2,9.1,0.0,0,2,0,0,666,748,833,4,0,3,9.7,870,coche,funcionario,propiedad,medio,servicios,no,0
PRE000288,43,3382,330,22635,65,376,11.1,10.1,7.0,0.6,0,1,1,0,637,569,-768,2,157230,0,7.7,913,estudios,fijo,alquiler,medio,construccion,no,0
PRE000289,59,1576,0,21574,28,832,52.8,52.8,5.0,0.8,4,2,0,16,645,619,5742,3,0,2,8.5,1117,vivienda,temporal,hipoteca,basico,servicios,no,0
PRE000290,67,2797,1012,19070,73,282,10.1,7.4,11.1,5.6,3,2,1,5,703,469,-1157,7,193520,1,11.7,1148,consumo,temporal,alquiler,medio,construccion,si,1
PRE000291,28,1243,488,15616,41,411,33.0,23.7,6.3,7.4,4,1,0,10,762,500,1437,5,26747,1,10.1,546,coche,fijo,alquiler,medio,agrario,no,0
PRE000292,31,2691,1481,19675,47,452,16.8,10.8,0.0,6.0,2,3,0,0,676,529,-2000,3,88978,1,6.0,951,coche,temporal,propiedad,superior,servicios,no,0
PRE000293,36,1901,1474,13654,56,263,13.8,7.8,12.4,4.4,1,1,2,16,678,802,3983,6,132386,0,12.0,738,vivienda,fijo,propiedad,superior,servicios,no,0
PRE000294,45,3353,0,1000,9,120,3.6,3.6,10.8,5.4,1,1,1,20,388,667,5874,7,82032,1,14.3,950,coche,temporal,alquiler,medio,construccion,no,1
PRE000295,44,3370,407,13230,30,476,14.1,12.6,16.1,5.8,2,1,1,11,657,527,1571,3,160237,2,13.3,1766,negocio,autonomo,alquiler,basico,publico,no,0
PRE000296,39,2634,1144,32895,25,1421,53.9,37.6,0.0,11.2,1,1,1,0,736,683,5310,2,157927,2,6.5,471,negocio,temporal,alquiler,basico,servicios,si,0
PRE000297,34,1337,0,32003,83,416,31.1,31.1,7.0,3.3,2,3,0,0,562,592,4268,1,194398,2,10.6,1056,coche,fijo,hipoteca,superior,industria,no,0
PRE000298,34,700,580,1000,47,23,3.3,1.8,1.8,19.2,2,0,1,8,750,747,-2000,5,136589,0,7.9,1011,coche,fijo,propiedad,medio,construccion,no,0
PRE000299,39,2998,2335,18989,32,641,21.4,12.0,10.4,0.0,0,0,1,36,580,696,292,0,164149,1,8.2,1182,coche,funcionario,alquiler,medio,industria,no,0
PRE000300,49,2438,0,16965,54,339,13.9,13.9,3.7,9.8,0,0,0,4,644,633,3825,0,74141,3,11.5,1376,consumo,temporal,alquiler,basico,industria,no,0
PRE000301,64,1652,925,1000,64,17,1.0,0.7,5.3,17.9,0,1,0,0,673,675,2866,8,9719,2,4.2,644,consumo,fijo,hipoteca,superior,publico,no,0
PRE000302,49,2168,2170,1000,65,17,0.8,0.4,4.7,0.3,2,1,1,24,634,618,4276,3,0,0,11.0,1805,vivienda,autonomo,hipoteca,medio,publico,si,0
PRE000303,45,3490,1754,10837,59,198,5.7,3.8,8.1,16.9,4,1,0,17,634,637,5568,2,0,1,8.6,607,vivienda,temporal,hipoteca,medio,construccion,no,0
PRE000304,34,3803,0,1133,51,24,0.6,0.6,5.1,5.7,1,1,1,16,754,713,2422,2,10435,1,6.7,739,vivienda,fijo,hipoteca,superior,servicios,no,0
