id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR000131,6.4,4.3,1.7,34,31,243,2435,448,7.8,0.85,35.7,5.7,11.7,53.9,21.3,39.2,35.1,84,10.7,830,755,11.6,8.8,31.2,2200,826,1.03,O,franco
PAR000132,5.7,4.9,1.2,29,28,248,3078,390,6.7,0.7,17.4,0.0,41.8,45.1,40.3,27.1,40.9,76,21.9,615,980,11.9,5.9,36.6,2045,611,0.64,S,franco
PAR000133,9.0,1.3,1.73,13,13,107,372,183,27.5,2.06,16.2,12.3,8.8,32.4,5.1,8.4,35.3,55,27.9,228,356,20.6,1.7,29.1,1730,1111,0.41,S,arcilloso
PAR000134,6.9,4.6,1.12,46,33,260,2099,327,7.5,0.1,18.4,1.5,15.2,53.9,26.5,35.1,49.8,102,0.9,1211,812,13.1,7.3,29.1,1716,500,0.77,E,arenoso
PAR000135,5.6,2.7,1.98,35,42,238,300,274,13.8,0.51,5.8,0.0,35.5,31.9,5.0,25.8,27.7,106,0.8,0,714,17.3,1.4,32.5,1417,843,0.65,O,franco
PAR000136,6.4,4.5,2.64,36,36,265,548,297,4.6,1.16,14.3,6.8,28.8,40.2,5.0,34.4,24.1,95,0.0,158,686,17.4,4.4,26.6,900,865,1.09,E,franco
PAR000137,6.9,4.2,3.1,42,17,238,300,228,7.1,0.1,26.5,0.8,33.0,45.5,5.0,25.6,29.6,105,0.0,338,934,15.9,5.7,28.5,1606,882,0.96,E,franco
PAR000138,6.6,5.4,0.94,31,41,244,2368,304,11.5,0.91,15.5,6.9,26.9,57.4,23.4,21.9,51.4,150,15.0,720,720,12.3,6.5,36.6,2147,873,1.2,O,arenoso
PAR000139,6.1,3.6,2.36,42,8,246,300,220,15.5,0.1,13.1,10.2,38.6,41.7,5.0,40.8,24.6,85,0.0,150,888,18.7,1.4,21.5,1838,872,1.2,N,arcilloso
PAR000140,8.7,2.3,1.33,9,12,91,1466,171,35.9,1.4,11.6,14.6,43.5,5.0,19.9,5.0,37.4,15,31.6,193,219,16.6,-1.9,32.7,1648,984,0.34,O,calcareo
PAR000141,9.0,0.3,2.21,16,8,107,1265,223,34.3,2.56,30.3,22.8,49.2,5.0,26.8,14.7,38.2,27,13.0,490,238,17.6,-1.5,29.1,1805,955,0.12,E,arcilloso
PAR000142,8.8,0.3,1.98,4,13,40,1570,143,31.5,1.04,13.4,4.6,28.9,30.6,26.5,13.9,36.4,29,10.5,302,330,21.1,-6.8,35.4,1545,1203,0.57,N,arcilloso
PAR000143,6.8,0.4,1.03,12,10,118,498,61,20.9,0.1,21.9,9.8,29.7,49.1,31.4,8.5,49.4,15,20.1,579,569,16.8,-2.7,36.4,2017,789,0.47,N,franco
PAR000144,5.8,3.7,1.25,39,18,231,300,197,10.4,0.36,13.2,0.0,23.8,21.7,5.0,35.8,36.8,88,0.0,286,787,21.0,1.6,29.2,1544,864,1.21,O,calcareo
PAR000145,6.3,5.0,0.94,39,34,295,1948,364,8.3,0.62,24.1,13.2,17.2,64.6,21.6,23.9,40.0,133,7.3,1293,766,9.6,5.9,36.3,1972,707,1.06,S,franco
PAR000146,7.7,2.0,2.07,5,8,157,1802,208,30.1,1.93,24.5,17.9,42.7,7.4,36.0,9.0,39.1,19,13.9,12,430,21.4,3.0,27.0,1832,1109,0.33,E,arcilloso
PAR000147,5.5,3.0,1.93,38,34,226,300,255,23.7,1.45,13.9,4.2,17.9,25.8,5.0,26.7,32.2,116,3.5,131,709,19.9,6.8,30.6,1257,935,0.77,S,arcilloso
PAR000148,8.0,0.9,1.47,6,4,174,1502,198,20.3,2.58,30.9,17.2,34.3,33.8,33.4,5.0,25.5,34,29.9,271,245,22.3,-1.2,27.6,1846,1128,0.17,S,franco
PAR000149,8.2,2.2,2.59,11,5,117,994,137,19.4,1.45,21.8,21.1,56.7,32.8,19.3,11.9,23.7,15,14.0,143,181,17.2,2.6,23.9,1350,1093,0.32,E,arcilloso
PAR000150,5.1,4.9,1.42,32,30,258,300,164,4.9,0.83,10.1,0.0,36.2,40.0,5.0,24.3,38.2,136,0.0,176,659,16.1,3.9,30.1,1563,798,0.74,O,franco
PAR000151,5.5,3.7,1.49,29,28,205,300,273,14.9,0.64,3.6,0.4,32.3,5.0,5.0,32.6,8.0,45,0.0,150,835,17.2,2.1,30.0,1177,945,1.16,N,franco
PAR000152,6.5,2.5,1.8,33,33,267,872,158,12.9,0.1,12.2,4.1,30.4,30.7,5.0,36.1,8.0,104,1.8,198,553,17.7,2.6,34.4,1662,598,1.02,N,franco
PAR000153,7.9,2.6,2.24,5,8,40,1754,143,23.6,2.37,22.6,24.8,28.9,48.7,6.2,8.0,36.3,100,12.9,371,150,20.3,-3.7,32.5,1768,1180,0.35,N,franco
PAR000154,7.2,1.3,2.08,23,2,104,844,106,25.2,1.83,16.0,11.1,28.9,47.9,37.4,11.4,55.0,20,11.4,727,468,21.1,-1.4,35.3,2200,907,0.62,S,franco
PAR000155,9.0,1.0,1.16,2,7,83,1303,147,28.5,1.9,12.4,16.4,22.4,46.3,7.6,9.0,36.5,74,10.9,0,399,15.0,3.1,27.3,1799,1092,0.1,N,arcilloso
PAR000156,6.9,1.6,2.83,21,17,162,1511,58,2.6,1.63,13.9,0.0,35.1,32.5,37.6,9.1,46.3,43,23.5,362,548,13.9,0.1,35.9,1623,1341,0.72,N,franco
PAR000157,6.7,0.3,0.9,2,13,114,594,243,15.5,1.19,20.2,18.4,18.4,31.8,36.3,5.5,55.0,30,28.2,816,633,18.5,0.8,40.7,1625,927,0.69,N,arenoso
PAR000158,5.3,4.0,0.97,40,28,273,452,270,13.0,0.53,11.8,0.0,32.5,63.5,5.0,29.1,13.7,150,0.3,103,946,16.2,7.0,31.0,1531,934,1.02,E,franco
PAR000159,7.4,0.7,1.77,20,7,132,300,164,14.4,1.3,19.4,18.0,32.7,32.4,35.8,17.5,50.2,73,13.0,867,496,19.8,2.1,32.8,1812,704,0.19,S,franco
PAR000160,9.0,0.3,1.41,16,5,86,1114,272,27.6,1.82,21.2,25.3,46.1,24.9,23.8,8.2,49.3,80,26.7,72,254,19.3,2.6,29.9,1671,867,0.1,S,arcilloso
PAR000161,8.6,0.3,2.34,7,12,73,407,138,17.7,2.11,21.6,16.0,37.8,12.0,13.0,17.1,33.4,85,18.7,422,150,21.7,0.7,33.2,1515,1119,0.1,O,arcilloso
PAR000162,5.7,4.9,1.14,48,32,285,2547,354,8.5,0.66,34.3,0.0,16.5,60.0,25.5,32.1,41.1,101,6.6,393,809,13.5,3.5,30.7,2137,970,1.57,E,arenoso
PAR000163,7.8,1.6,1.5,18,13,95,756,40,23.4,2.08,16.2,21.4,28.5,38.0,24.4,7.9,36.8,38,27.0,0,150,22.5,2.7,34.6,1522,1227,0.46,S,arcilloso
PAR000164,5.4,4.4,0.93,36,36,366,3061,396,2.0,0.9,20.4,4.9,3.0,79.8,23.3,32.7,47.6,127,4.1,962,1037,10.2,0.5,29.5,1991,819,1.34,O,arcilloso
PAR000165,6.6,5.7,0.85,25,18,196,300,213,13.6,0.1,20.3,8.0,11.4,43.1,5.0,29.3,22.7,59,5.6,283,1167,14.4,0.9,33.6,1304,799,1.3,E,calcareo
PAR000166,5.2,4.6,1.7,26,22,260,300,271,2.0,1.81,18.4,0.0,16.3,42.5,5.0,35.9,24.6,98,1.4,0,592,22.9,1.4,24.8,1316,851,0.87,N,calcareo
PAR000167,5.8,0.3,1.47,17,19,90,1194,40,17.8,0.72,25.9,7.8,23.1,31.9,46.6,5.0,45.9,16,14.7,281,363,17.3,1.2,31.5,1669,1136,0.66,N,calcareo
PAR000168,8.0,2.3,2.1,9,3,172,1507,203,25.2,1.52,17.7,24.0,38.7,41.6,15.8,13.2,42.2,60,23.5,152,437,21.6,2.1,33.8,1777,937,0.53,S,arcilloso
PAR000169,5.6,2.1,2.58,43,30,280,558,183,11.3,0.14,9.1,1.0,41.0,34.9,5.0,30.4,18.9,63,0.2,705,798,16.0,2.7,25.9,1319,876,1.17,O,franco
PAR000170,5.8,3.7,0.62,35,21,316,1286,303,13.9,1.09,27.2,6.4,17.6,76.0,35.6,18.3,49.7,74,0.5,828,1090,9.0,4.9,37.9,2200,1015,1.27,S,franco
PAR000171,7.2,5.1,0.7,40,24,146,3508,284,14.0,0.1,23.0,17.0,5.7,69.2,35.0,36.6,52.3,98,0.0,929,1007,15.1,8.5,33.2,2081,632,1.17,N,arenoso
PAR000172,6.1,2.5,2.21,25,36,242,300,386,7.3,0.49,26.3,0.0,16.0,39.4,5.8,35.7,27.9,118,1.5,34,722,22.0,8.8,32.3,1777,841,1.17,E,franco
PAR000173,5.6,4.2,0.76,34,23,263,3112,296,11.1,0.31,23.2,3.5,16.2,31.6,26.3,36.1,50.2,116,0.1,732,560,11.9,7.7,39.6,1890,1013,1.2,N,arenoso
PAR000174,6.3,2.5,2.01,21,10,132,654,132,21.5,0.92,17.1,17.6,24.1,39.4,42.3,14.5,35.6,37,21.2,552,464,17.1,-0.4,29.7,1888,1069,0.52,O,franco
PAR000175,6.5,3.3,1.65,42,33,284,2090,398,2.0,1.34,15.3,0.3,30.2,69.6,33.5,33.4,43.8,76,6.6,631,824,11.6,9.2,28.5,2031,845,0.73,E,calcareo
PAR000176,6.9,2.1,1.35,22,5,149,300,40,19.3,1.15,16.8,11.1,16.1,29.6,39.8,13.1,44.5,67,16.2,602,357,18.3,2.5,40.3,1928,982,0.12,O,franco
PAR000177,5.4,4.3,1.65,19,24,166,405,223,5.1,0.27,13.2,5.8,33.5,57.7,5.0,12.6,31.2,124,0.0,27,960,22.0,4.3,27.8,1520,840,0.88,N,arenoso
PAR000178,6.3,3.1,1.73,37,32,217,457,239,25.6,0.31,23.5,4.0,41.2,44.5,5.0,25.2,20.4,133,2.2,0,664,16.9,1.8,31.3,1701,1033,0.72,S,calcareo
PAR000179,8.0,0.3,2.23,12,13,133,1438,133,29.4,2.15,12.3,21.2,36.5,59.3,13.8,17.7,31.7,15,26.2,439,438,17.8,4.2,29.8,1566,934,0.51,E,arenoso
PAR000180,4.4,2.7,2.31,27,29,250,505,208,4.6,1.21,8.6,0.0,30.8,58.0,5.0,31.5,14.5,135,15.5,43,829,13.2,1.5,35.1,1353,792,0.88,N,arcilloso
PAR000181,6.9,1.5,1.33,14,21,150,445,183,20.9,1.84,31.0,10.1,13.1,58.1,34.7,14.6,44.9,53,22.6,656,397,17.8,4.9,37.2,2008,966,0.83,N,arcilloso
PAR000182,5.2,3.6,1.91,35,25,235,845,243,11.2,0.36,14.7,1.7,32.4,21.1,5.0,22.6,30.3,111,7.3,100,622,18.7,4.6,28.8,1672,763,0.7,S,arcilloso
PAR000183,9.0,2.3,2.2,16,17,102,737,160,37.2,1.45,18.9,13.8,42.3,20.8,11.4,23.0,51.9,26,17.3,299,150,17.4,-6.1,32.0,1525,966,0.77,E,arcilloso
PAR000184,5.4,3.1,1.58,31,41,201,428,176,2.0,0.53,10.7,3.4,27.5,40.8,5.0,30.9,39.6,75,15.0,557,711,19.2,4.4,32.3,1363,591,1.02,O,arenoso
PAR000185,5.9,4.4,1.98,47,41,215,300,270,9.6,0.87,5.2,12.3,31.4,31.8,5.0,29.7,27.5,106,11.7,0,953,14.9,3.6,30.8,1478,772,0.87,O,arenoso
PAR000186,6.1,4.7,1.1,36,25,255,2520,457,7.0,0.65,22.7,10.8,26.4,51.7,37.7,37.1,37.8,113,4.9,559,886,12.9,10.8,37.7,1828,758,1.01,E,franco
PAR000187,6.5,4.7,1.27,45,21,247,1770,294,16.3,0.77,31.4,0.0,19.7,67.7,25.7,26.2,37.7,94,13.1,877,876,9.0,8.7,32.7,1810,689,0.91,S,arenoso
PAR000188,8.4,1.0,1.9,13,8,80,1223,127,22.9,2.24,22.9,21.5,25.9,37.6,15.2,15.3,25.2,34,13.0,131,442,18.3,-4.4,32.6,1309,917,0.42,O,calcareo
PAR000189,6.9,1.3,2.97,23,19,140,1540,40,11.8,1.66,26.7,13.3,29.0,41.7,50.9,16.1,54.7,60,10.4,700,849,18.3,4.9,36.9,1816,1177,0.18,N,arcilloso
PAR000190,6.1,5.8,1.24,36,23,236,2628,385,13.6,0.46,22.5,0.0,3.0,44.5,29.8,31.1,40.8,83,11.4,906,629,13.2,9.3,34.2,1723,913,1.38,O,arenoso
PAR000191,7.3,0.5,1.91,4,10,40,1456,124,23.6,2.23,20.8,15.9,38.0,6.6,19.8,9.8,30.2,55,14.8,0,379,19.0,-5.9,22.7,1502,919,0.21,E,arcilloso
PAR000192,6.7,4.2,0.19,16,18,323,2884,265,21.8,0.78,29.7,3.2,12.8,57.7,47.4,28.4,41.9,70,11.6,775,522,8.8,6.7,33.7,1850,931,1.21,O,franco
PAR000193,6.1,2.9,0.97,38,17,220,2493,367,10.8,0.1,20.9,3.7,24.8,44.3,43.0,33.7,55.0,100,0.0,920,902,13.0,5.1,30.8,1924,645,1.09,S,arenoso
PAR000194,6.4,3.8,2.11,40,42,195,300,241,2.1,0.88,3.0,0.0,41.6,25.2,5.0,36.9,31.7,140,11.0,189,780,19.5,6.8,26.9,1518,782,0.68,O,calcareo
PAR000195,5.3,4.1,0.8,30,40,222,300,283,8.0,0.66,24.3,10.7,28.0,46.3,5.0,31.8,24.8,110,6.6,136,842,14.0,1.1,25.9,1587,978,0.54,S,arenoso
PAR000196,8.0,0.3,2.3,5,12,156,1506,127,19.2,2.13,16.5,20.9,42.5,17.6,5.0,16.7,38.4,16,13.4,221,319,17.9,3.9,32.6,1713,1040,0.32,O,franco
PAR000197,9.0,0.3,0.94,13,9,40,1119,130,24.2,2.55,17.8,18.3,28.8,14.5,5.0,20.6,41.4,36,27.5,666,562,20.0,-2.3,34.5,1294,1070,0.38,O,arcilloso
PAR000198,6.2,3.4,1.66,50,25,289,2630,353,10.5,0.74,18.2,2.7,3.0,63.5,32.6,33.3,55.0,81,0.0,902,525,15.4,1.3,29.1,1793,875,1.27,O,franco
PAR000199,5.9,4.5,1.04,38,26,194,3009,352,17.3,1.2,28.6,0.2,14.3,76.6,29.6,24.3,37.4,134,6.2,1056,657,10.3,9.4,37.6,2075,1141,0.87,O,franco
PAR000200,7.9,1.3,2.13,7,8,116,1299,123,33.8,2.41,24.3,25.3,36.1,35.6,8.6,5.0,47.0,48,21.2,278,446,21.5,2.7,31.7,1495,1006,0.12,E,calcareo
PAR000201,6.1,6.5,1.13,34,30,273,1992,267,13.2,0.4,28.9,0.6,3.5,58.9,14.7,28.3,51.0,112,0.0,852,554,9.1,9.6,31.2,2083,998,1.45,N,arenoso
PAR000202,8.1,0.9,2.15,12,2,61,1072,153,19.8,1.87,26.4,15.9,36.5,22.7,24.1,16.5,44.4,15,25.9,606,150,20.4,-0.0,34.0,1546,1321,0.14,S,arcilloso
PAR000203,6.0,3.8,1.08,48,30,240,3397,284,6.9,1.22,27.1,0.0,13.7,72.7,33.8,34.2,46.1,97,9.4,814,946,9.4,4.5,35.2,2200,990,0.86,E,calcareo
PAR000204,5.3,5.4,1.68,23,19,268,761,269,14.0,0.1,15.2,1.3,30.1,25.9,5.8,27.6,9.8,102,11.6,335,894,17.7,8.3,27.5,1678,658,1.19,N,franco
PAR000205,7.7,1.2,1.82,21,25,101,300,166,11.7,1.51,22.3,5.7,20.9,36.6,29.7,17.5,46.7,49,8.7,69,603,19.4,5.2,28.0,1715,913,0.4,N,calcareo
PAR000206,9.0,0.3,2.05,21,2,148,396,115,33.5,2.48,20.1,16.1,11.3,19.9,23.9,8.0,41.1,43,8.2,138,409,22.9,3.3,41.5,1448,1239,0.1,O,arcilloso
PAR000207,8.9,0.7,1.29,12,2,60,1565,116,29.1,2.33,14.1,18.6,25.4,26.6,17.9,11.6,47.1,15,24.9,0,150,16.3,-0.9,28.5,1970,1195,0.34,O,franco
PAR000208,8.7,0.4,1.65,13,21,142,1008,166,10.7,2.05,8.6,20.1,35.3,17.5,10.9,6.7,27.9,15,30.1,0,283,18.7,-3.4,30.2,1499,984,0.23,E,arcilloso
PAR000209,5.3,3.6,1.35,17,29,270,300,252,2.0,0.37,9.5,9.3,41.4,49.7,5.0,23.7,27.8,76,0.0,244,652,19.3,5.3,30.7,1406,1052,0.83,E,arcilloso
PAR000210,7.4,2.1,2.15,20,18,101,755,95,19.5,0.91,23.7,21.8,33.8,49.5,31.7,5.0,30.9,85,21.9,524,543,15.9,0.5,38.3,1960,1016,0.55,O,arenoso
PAR000211,9.0,1.5,2.08,8,2,129,1058,181,29.1,1.1,19.4,17.0,31.8,27.7,25.4,12.7,44.5,61,19.4,490,368,19.8,-0.2,27.4,1443,1314,0.64,E,calcareo
PAR000212,8.9,1.7,1.7,6,4,132,1487,79,22.6,2.3,19.7,14.1,39.6,30.4,9.2,13.6,41.3,35,29.3,420,514,20.7,-2.9,32.4,1663,973,0.26,O,calcareo
PAR000213,5.7,4.1,2.5,28,24,207,855,242,3.9,0.56,19.7,12.2,31.9,45.6,5.0,33.2,18.7,86,3.3,298,821,17.4,0.9,33.9,1301,831,0.66,O,franco
PAR000214,8.6,1.3,2.25,18,2,86,807,164,28.4,1.58,10.6,7.2,44.8,27.1,15.8,10.1,21.7,46,26.0,758,287,19.9,-7.0,31.9,2015,1222,0.61,N,arcilloso
PAR000215,5.9,4.2,2.45,41,26,198,1107,331,6.7,0.49,8.1,0.0,22.4,16.8,5.0,24.1,25.6,67,6.7,85,900,19.7,3.9,30.1,1191,840,1.35,O,calcareo
PAR000216,8.3,1.8,2.75,15,6,40,1430,162,25.2,1.21,27.6,12.3,46.3,26.5,21.4,6.0,31.4,15,13.5,193,336,21.4,-4.0,30.9,1712,1119,0.19,O,arcilloso
PAR000217,6.5,5.1,1.26,28,23,298,2216,467,8.4,0.74,28.7,7.5,7.8,57.0,43.3,32.8,37.1,80,2.4,680,1087,6.2,6.1,44.7,1714,779,1.08,O,franco
PAR000218,5.5,4.5,2.0,42,28,234,2371,395,7.4,0.1,23.5,2.8,29.7,78.2,52.6,23.2,50.8,86,8.7,1157,719,12.4,2.9,39.6,1901,689,0.65,O,arenoso
PAR000219,5.0,2.8,2.14,45,21,206,794,340,3.4,0.69,20.3,0.0,27.8,47.6,5.0,22.5,30.0,99,0.0,316,963,12.6,2.2,27.7,1648,975,0.79,O,arcilloso
PAR000220,9.0,2.1,1.84,16,12,136,332,219,13.2,2.51,10.9,27.0,31.1,40.1,23.5,12.1,41.1,41,26.3,437,392,16.5,-3.0,29.8,1562,1044,0.13,E,calcareo
PAR000221,7.2,0.6,2.01,16,18,142,832,58,24.2,1.34,20.1,9.1,40.8,38.0,49.4,11.2,45.2,90,4.4,490,561,17.0,7.8,41.7,1721,747,0.3,O,franco
PAR000222,6.3,2.9,0.7,36,40,177,2647,415,21.2,0.1,17.8,6.8,12.9,31.0,16.6,22.6,43.6,47,8.0,1012,830,13.7,6.7,32.6,2056,709,1.33,S,franco
PAR000223,5.5,3.7,2.27,15,36,213,300,217,8.3,0.44,16.2,2.8,45.2,37.3,5.0,26.0,30.0,123,9.4,540,693,19.0,4.7,31.4,1211,909,0.92,E,arenoso
PAR000224,5.8,4.7,2.27,19,24,169,1018,279,12.8,0.49,14.8,0.0,30.1,45.9,5.0,29.5,15.8,81,0.0,137,674,19.1,5.7,35.2,1475,721,0.92,O,arcilloso
PAR000225,5.1,4.1,1.66,25,29,207,300,257,14.9,0.45,17.3,0.0,5.6,36.9,5.0,22.3,29.1,72,6.7,173,1090,17.9,1.1,28.4,1383,728,1.0,E,franco
PAR000226,8.1,1.5,1.68,15,3,118,300,157,19.9,1.89,15.5,16.0,34.6,39.6,17.8,22.4,42.3,35,24.4,272,155,16.9,2.2,28.9,1629,1019,0.1,N,arenoso
PAR000227,5.6,3.9,1.2,29,29,309,300,368,8.1,0.1,7.0,2.1,37.8,43.9,5.0,26.9,26.7,75,0.0,441,869,21.1,0.3,29.5,1172,1008,0.85,S,arcilloso
PAR000228,6.7,3.7,1.53,31,34,209,2235,363,10.9,0.74,28.3,0.0,26.2,59.8,30.5,34.1,32.8,100,0.0,508,781,14.1,0.2,34.9,1871,741,0.63,E,franco
PAR000229,7.2,0.9,1.84,12,10,147,1634,62,24.1,1.22,21.6,8.3,26.6,46.6,57.3,28.0,53.2,96,15.9,382,486,19.8,4.6,37.0,1854,1035,0.42,O,arcilloso
PAR000230,7.3,3.0,0.89,9,10,187,1373,186,14.7,1.19,16.6,12.4,31.2,51.2,46.3,15.9,52.7,54,27.7,657,568,15.6,2.5,39.8,2067,1013,0.1,N,arcilloso
PAR000231,6.3,5.5,1.58,42,41,299,2538,510,2.0,0.53,25.2,0.9,7.7,66.7,35.5,27.2,30.3,85,6.6,913,896,9.7,7.6,32.2,1931,788,1.1,O,arenoso
PAR000232,7.9,1.8,1.28,23,17,77,1532,155,19.1,1.97,21.6,13.5,42.8,48.0,23.2,14.8,27.7,51,13.2,380,552,21.5,-1.6,30.6,1511,1007,0.46,O,arcilloso
PAR000233,6.3,0.6,1.69,3,6,124,377,114,8.5,1.04,21.1,13.3,17.9,53.5,21.5,21.8,55.0,40,24.1,272,242,17.4,2.1,37.8,1913,890,0.58,O,arenoso
PAR000234,8.8,0.9,1.62,2,2,40,829,142,22.9,1.76,15.5,24.0,42.9,5.0,13.2,12.5,37.6,38,12.3,199,332,18.7,-3.0,31.8,1756,776,0.21,S,arcilloso
PAR000235,5.2,4.5,1.81,21,43,252,300,216,15.8,1.41,21.1,7.8,29.9,39.6,8.3,14.8,30.1,87,2.8,0,592,18.4,0.4,27.5,1477,879,0.72,S,arcilloso
PAR000236,7.9,1.3,2.04,15,15,156,1130,84,19.3,1.05,18.3,10.6,17.7,24.6,35.5,19.6,42.6,16,0.0,745,203,24.8,4.6,29.2,1654,836,0.31,N,franco
PAR000237,5.5,2.2,2.17,44,21,176,300,200,2.0,1.47,19.8,0.0,39.0,53.8,5.0,26.0,22.6,79,0.0,491,776,19.0,5.8,27.7,1578,1059,1.25,N,franco
PAR000238,4.8,4.7,1.28,46,29,217,300,184,12.0,0.24,10.2,2.6,32.6,23.0,5.0,35.6,24.8,72,8.9,159,749,16.8,4.6,36.6,1568,802,0.8,S,arcilloso
PAR000239,6.7,2.8,0.83,41,35,296,2051,317,9.5,0.1,24.3,0.1,8.3,56.0,25.2,34.2,35.5,87,0.0,707,796,10.2,7.6,35.0,1934,547,1.16,S,franco
PAR000240,9.0,0.4,2.25,10,10,40,1288,113,23.9,1.58,18.3,20.0,24.2,29.2,25.9,9.6,31.5,32,25.1,168,150,22.3,-4.2,29.0,1558,1238,0.34,N,arcilloso
PAR000241,7.0,4.8,1.62,39,33,300,2339,453,11.4,0.99,14.2,5.1,13.5,51.5,20.1,33.2,23.2,96,2.8,390,802,7.0,14.9,40.8,1982,1098,1.31,N,arcilloso
PAR000242,7.4,3.9,1.76,28,29,209,3039,334,21.4,0.1,20.1,0.0,16.0,55.2,18.0,30.9,51.4,133,0.0,1462,596,12.5,10.4,29.2,1886,942,1.05,N,arenoso
PAR000243,8.9,0.3,1.49,11,2,41,2286,182,19.6,1.65,20.8,19.0,52.6,24.3,27.0,9.4,42.1,21,25.6,418,150,23.1,1.0,30.9,1529,1013,0.15,E,arenoso
PAR000244,4.7,3.5,1.93,36,30,289,562,285,12.9,0.14,13.8,0.0,36.4,41.9,5.0,36.5,32.4,98,18.2,234,620,23.5,1.2,28.7,1567,728,0.6,O,franco
PAR000245,8.8,1.3,2.34,24,16,122,2151,135,20.5,1.77,22.1,8.4,32.6,35.4,24.6,6.5,47.1,15,23.9,204,389,21.7,-0.5,28.0,1623,1216,0.35,S,calcareo
PAR000246,7.0,1.2,1.62,3,10,98,843,133,18.4,1.76,16.5,11.6,39.6,33.1,29.8,22.1,47.3,44,12.7,634,676,20.9,3.9,34.9,2050,964,0.59,N,franco
PAR000247,9.0,0.7,1.62,2,10,55,1269,192,27.1,1.94,30.6,24.8,36.7,28.3,16.3,17.1,33.9,47,14.6,226,267,21.0,4.1,27.4,1306,1241,0.16,E,arenoso
PAR000248,7.4,1.4,1.84,14,13,153,925,53,27.9,1.11,19.1,14.2,29.1,40.6,36.7,21.9,39.9,64,2.2,333,282,20.2,1.0,35.1,1466,919,0.16,S,franco
PAR000249,7.7,1.8,1.85,18,11,109,502,177,14.6,1.19,27.2,12.5,38.1,46.9,23.9,16.5,55.0,64,17.1,165,374,19.5,-0.7,40.2,1777,991,0.76,N,calcareo
PAR000250,5.1,2.4,1.28,50,27,298,2526,401,24.6,0.32,28.5,10.3,6.5,63.1,14.7,30.9,46.7,104,23.0,1054,972,6.7,3.2,36.2,1921,737,0.69,O,franco
PAR000251,5.5,1.7,1.45,38,37,128,300,416,22.2,0.78,19.9,0.0,25.0,34.9,5.0,29.2,22.0,115,26.0,97,604,12.1,3.2,29.2,1219,756,0.56,S,franco
PAR000252,6.5,2.3,1.2,18,14,118,853,183,22.2,1.02,19.7,12.2,26.7,58.7,29.3,19.4,48.3,52,15.0,368,336,18.2,5.3,31.7,1720,1192,0.39,N,franco
PAR000253,6.7,3.6,0.96,9,15,177,1148,101,18.4,1.38,22.2,13.6,30.5,64.2,47.6,21.8,55.0,72,14.0,633,495,15.5,0.5,35.2,1930,862,0.36,N,franco
PAR000254,5.9,5.2,1.78,30,33,257,3168,246,21.7,0.51,21.9,0.0,19.0,57.6,9.9,36.6,48.1,103,4.3,958,745,16.2,4.6,34.1,1828,780,0.74,O,arenoso
PAR000255,4.6,3.3,1.44,43,20,256,454,278,7.7,0.38,16.7,0.0,25.6,48.0,5.0,24.1,21.0,64,0.0,106,1022,13.0,7.5,22.5,1356,689,1.05,N,franco
PAR000256,7.1,1.5,0.53,13,3,126,611,194,19.8,1.06,18.1,1.3,28.9,57.4,29.6,14.6,44.8,51,23.5,578,273,19.1,1.9,33.7,1747,947,0.53,N,calcareo
PAR000257,5.1,5.6,0.51,27,37,179,3332,293,18.5,1.58,31.3,2.9,17.9,61.4,34.9,26.7,40.0,74,0.0,893,663,7.8,5.8,29.5,1739,1109,1.12,E,franco
PAR000258,6.4,3.8,1.79,29,41,196,2528,304,16.2,0.1,18.7,2.2,18.9,86.8,31.0,34.4,45.8,147,0.0,1327,722,14.0,5.5,31.6,2200,1090,1.05,E,arenoso
PAR000259,6.0,3.5,2.26,37,18,159,728,169,12.7,1.6,26.2,0.0,12.5,26.8,5.0,23.8,35.4,74,4.2,254,574,15.3,5.6,32.1,1633,626,0.67,O,franco
PAR000260,6.1,4.4,0.2,38,35,283,2926,329,18.9,0.36,18.3,0.0,27.2,69.1,30.4,40.6,51.9,84,7.4,731,825,9.1,5.8,32.2,1849,850,0.64,E,arenoso
PAR000261,6.1,5.0,1.07,38,22,258,1883,296,20.4,0.1,18.7,6.2,5.2,83.6,34.4,26.8,40.0,65,0.0,838,721,8.5,15.0,32.8,1875,873,1.1,E,arcilloso
PAR000262,6.0,2.9,1.69,43,35,123,300,189,6.8,0.52,14.6,0.0,30.1,31.0,5.0,28.0,14.5,68,0.0,205,822,16.9,2.8,31.6,1538,848,1.08,O,franco
PAR000263,5.5,3.2,1.35,28,27,253,870,257,12.0,0.54,17.6,9.5,38.3,34.5,5.0,35.6,33.8,48,5.6,16,440,18.2,4.5,29.9,1528,997,1.05,E,calcareo
